-17,5361966
-66,34926198
-109,9162004
-141,2386066
-162,0669348
-175,4016366
-179,9931608
-179,8419535
-181,1984574
-183,5631118
-181,6863526
-175,0686119
-167,2103175
-159,3618934
-155,023759
-156,6963292
-157,380014
-151,0752186
-142,5323428
-135,2517815
-127,7339236
-125,7291527
-131,2378465
-133,5103764
-128,547108
-122,8484004
-118,9146062
-115,2460715
-114,3431355
-115,4561305
-111,835382
-104,9812079
-101,1439193
-99,5738195
-99,2712045
-100,7363626
-100,2195743
-97,47111243
-98,99124172
-106,530219
-114,0882929
-115,665704
-107,5126844
-88,87945824
-69,26624094
-62,42323962
-67,60065288
-75,7986708
-84,01747484
-87,00723786
-80,01812404
-70,55028889
-67,60387921
-68,17903306
-65,02587979
-57,89453997
-51,03512543
-44,69773927
-25,38247583
37,9105793
176,6813492
375,6797657
507,6557693
378,6093091
22,04034277
-195,8011633
-110,4152343
-6,301886862
-34,21112927
-45,89296137
-13,34737467
-11,32435245
-16,32386975
-2,095893515
6,859617387
10,04271207
19,45344755
26,34188866
25,70810798
24,55218573
28,12420968
37,17427507
48,95248451
61,70894785
74,19378212
82,90711138
91,84906667
108,7697858
129,9194134
147,2981006
160,6560051
170,493291
174,8101284
176,1066938
174,6331697
162,6397442
134,6266113
93,09397075
46,04202755
3,720992139
-28,36891984
-50,97748768
-65,10448574
-71,7496836
-75,66284616
-80,84373384
-82,04210266
-77,25770443
-73,74028687
-70,98959378
-64,25536513
-56,28733728
-51,08524306
-47,14881196
-40,97777026
-33,07184117
-27,430745
-25,05419928
-21,94191892
-17,84361638
-16,25900177
-16,93778305
-19,37966611
-22,08435501
-23,05155203
-23,78095788
-23,27227183
-21,77519183
-23,53941468
-27,56463619
-30,60055127
-32,39685412
-32,70323835
-30,76939711
-26,84502326
-23,42980948
-23,77344841
-27,8756328
-30,73605563
-28,60441026
-25,23039051
-24,36369088
-23,75400659
-16,15103375
1,695530523
16,53598798
16,12063913
7,699783094
-2,226282469
-14,15726152
-19,34285973
-14,28278458
-9,976745526
-11,67445403
-17,3756237
-24,32997043
-26,53721242
-20,99707035
-10,20926741
12,32647054
75,36041494
215,3928344
413,4239946
511,4541584
318,4835854
-43,73746797
-191,2087483
-77,68000547
-10,90099293
-52,37146741
-54,34118914
-31,05992191
-37,52743313
-39,24349387
-26,95787892
-18,67036684
-8,880740011
2,661215312
7,455708978
11,75294688
23,30313093
35,85645902
45,41312498
55,47331856
66,53722541
80,10502703
97,42690077
114,2530198
130,8335532
150,9186656
169,0085176
178,6032656
183,2030616
186,3080536
185,418385
178,0341954
162,4056198
134,2827891
91,91583003
43,80486497
-0,549987829
-39,64861433
-69,49090469
-84,57675323
-89,40605843
-91,22872288
-92,0446533
-91,85376051
-88,15595936
-81,45116876
-76,48931163
-71,52031487
-64,29410932
-57,56062976
-51,81981485
-46,8216071
-44,81595285
-45,55280222
-45,03210908
-42,253831
-41,96792925
-45,17436869
-45,87311783
-44,81414867
-48,49743678
-54,42296116
-58,09070425
-61,50065188
-62,40279321
-60,54712071
-65,43363009
-77,56232027
-85,93319335
-86,04625454
-83,1515121
-83,74897736
-90,5886646
-101,420591
-107,9947768
-105,8112449
-102,120021
-101,4211336
-99,46461405
-93,50049613
-82,52881636
-66,29961378
-52,81292999
-49,56880903
-52,31729741
-60,55844398
-73,54229996
-76,51891884
-65,98835639
-55,95067055
-49,90592143
-44,60417126
-42,79548432
-40,97992691
-32,90756734
-17,57847582
22,75727554
130,8496128
326,4484602
513,0537402
458,9153736
94,78327962
-211,3426244
-159,4624225
-11,57620026
-22,93404485
-52,03604482
-18,63229013
-9,722872137
-18,05788348
-4,387418101
6,538428842
8,46956099
19,65588084
31,59728977
36,79368813
44,9949752
55,20104932
62,91180787
74,37714736
90,59696341
104,8211509
116,5496038
129,0322155
142,2688787
157,7594853
177,5039267
196,2520937
206,0038768
208,0091656
210,0178495
209,0298176
194,5449583
163,81316
118,8343107
64,6082981
9,385009675
-40,8356672
-81,05384534
-108,0196376
-123,7331571
-131,6945166
-138,1538293
-146,611208
-149,5667657
-143,5206152
-134,722869
-125,6736397
-117,6230396
-116,0711806
-116,7681745
-109,7141328
-99,90916677
-96,10338708
-94,0469042
-90,23982815
-88,18226854
-86,37433449
-83,06613467
-81,75777722
-81,44936977
-79,64101938
-77,58283255
-74,02491517
-70,21737254
-71,4103093
-73,60382944
-69,79803628
-64,74303244
-63,18891983
-60,63579965
-55,08377234
-50,03293758
-48,48339427
-49,68524054
-48,63857369
-43,59349024
-36,80008583
-23,75845529
-2,968692585
10,3191092
6,354857846
-5,861537958
-17,83016863
-23,80112365
-18,77449161
-11,50036013
-11,2288159
-11,45994463
-6,943831091
-1,930559054
1,829788694
7,337130365
25,09138518
82,84247339
213,8403163
408,5848361
541,3259563
410,8136012
49,29769643
-169,2218315
-81,74505497
22,22795489
-7,052872075
-23,33760483
1,123688781
-2,669057932
-9,465910496
4,983066737
14,1778106
15,61825913
22,80435158
28,23602842
25,91323136
27,08590337
37,25398869
47,41743283
56,5761826
69,23018613
81,62939286
94,27375358
111,6632204
131,0477469
149,6772879
166,8017997
176,6712401
178,7855681
181,6447443
184,4987309
175,3474913
151,4409905
115,5291951
63,11207313
2,93959415
-43,98827069
-75,67154867
-100,6102655
-117,0544453
-125,0041106
-130,2092822
-132,1699793
-131,6362196
-132,8580189
-131,5853916
-124,8183501
-118,8069052
-115,3010662
-108,8008405
-99,30623361
-91,06724961
-84,08389065
-77,10615715
-70,3840478
-65,16755947
-62,70668728
-62,25142455
-61,05176284
-57,35769188
-53,16919962
-51,48627222
-52,80889402
-54,88704758
-56,22071364
-57,80987115
-57,65449724
-53,75456727
-50,61005478
-49,47093152
-46,58716747
-45,20873081
-48,33558793
-49,96770349
-48,85504033
-48,49755958
-45,1452206
-38,29798101
-30,70579671
-17,11862187
-1,786408963
-0,209108761
-8,886670354
-16,81904116
-31,00616695
-48,69799184
-51,39445832
-41,84550728
-36,801078
-36,51110819
-35,47553399
-37,94429
-41,91730929
-35,14452341
-3,87586244
75,13874503
225,6493719
419,4060923
501,4089822
291,1581185
-71,34642031
-198,1045543
-68,61620245
-0,131282198
-38,39970982
-34,42140029
-8,446267349
-12,47422351
-9,255180084
6,960952793
12,17426614
14,88485211
25,59280396
37,04821603
45,00118374
51,70180352
57,90017284
64,84639016
75,79055487
90,73276736
105,6731289
119,8617417
135,2987087
149,2341338
161,4181218
176,3507782
191,2822092
198,7125218
197,3918238
191,8202235
181,9978301
161,1747532
126,8511032
81,77699106
30,70252816
-16,87217349
-53,69700139
-82,02184259
-105,5965837
-121,1711109
-126,74531
-128,8190664
-130,3922654
-126,9647918
-120,5365301
-116,8573648
-113,1771801
-106,2458599
-100,5632883
-97,37934901
-92,1939259
-85,50690271
-80,06816326
-77,3775914
-80,6850711
-86,74048646
-85,79372177
-79,59466153
-78,1431905
-81,43919373
-86,73255665
-94,27316502
-97,56090509
-93,59566353
-89,62732755
-87,65578493
-83,18092403
-76,45263389
-71,97080423
-70,98532552
-69,99608904
-66,00298688
-61,00591205
-57,75475847
-54,24942106
-49,73979577
-46,72577964
-43,70727083
-38,18416871
-30,15637384
-16,12378811
1,413685307
7,206141813
-0,496324597
-8,443621417
-15,13565767
-22,07234396
-22,75359253
-18,42931728
-16,34943386
-15,26385969
-12,422514
-10,3253179
-8,722194435
-4,613068592
11,25213262
67,62348014
198,7510428
393,1348873
525,0250781
395,6716776
37,5747456
-178,2656601
-92,59948414
6,573326353
-24,4971781
-38,06094945
-9,367942184
-7,668113292
-8,96142236
5,752168424
10,47269423
9,700187573
19,68467825
29,67619334
34,92475717
46,93039128
60,44311441
63,71294247
65,48988853
77,27396276
94,31517247
108,613522
120,6690129
133,7316437
148,3014099
161,878304
172,7123158
182,8034319
189,9016358
184,7569082
166,1192267
142,7385658
115,3648972
77,24818938
29,38840781
-22,464485
-72,5605296
-109,3997696
-127,9822515
-139,8080249
-150,6271424
-156,1896598
-156,2456354
-148,545131
-135,338211
-125,6249429
-119,9053973
-114,9296475
-112,4477697
-114,9598432
-118,21595
-110,7161751
-87,96060619
-66,94933389
-67,93245156
-77,91005538
-71,13224424
-58,84911978
-61,06078631
-67,01735082
-65,46892296
-62,41561496
-65,10754165
-68,7948204
-61,22757109
-49,65591609
-47,5799802
-47,24989065
-45,66577703
-49,32777125
-51,48600754
-48,39062235
-47,29175436
-49,68954443
-51,0841355
-43,72567263
-30,11430288
-26,50017532
-27,13344092
-11,76425255
7,85723507
9,730865473
1,356480453
-6,266079867
-15,13697697
-19,50637391
-16,37443522
-15,49132687
-15,60721622
-7,97227193
1,413336089
5,299436743
8,435857823
19,82242607
58,95896724
160,5953062
339,481267
509,6166728
460,0013462
121,3851091
-165,2322169
-110,6008111
40,2791472
36,90747823
7,284002023
30,15853848
28,78090744
15,40092878
29,01842247
43,3832087
45,49510794
47,10394102
47,70952925
49,31169448
56,66025921
64,75504667
73,34588091
87,18258689
101,0149906
108,3429191
114,4162007
127,734665
148,2981428
168,1064667
179,6594705
185,7069901
193,4988627
200,2849276
201,0650262
197,8390015
185,8566992
154,3679667
104,622654
47,12061343
-8,638300053
-52,90422904
-83,42731337
-108,9576901
-129,4954936
-138,7908549
-142,0939024
-143,6547612
-140,9735531
-139,5503969
-142,3854078
-139,2286975
-129,0803745
-121,9405434
-117,8093052
-112,9367573
-109,0729931
-105,4681022
-99,62217037
-93,0352792
-88,20750627
-85,88892505
-85,82960481
-85,52961059
-81,23900313
-73,70783883
-67,43616971
-65,67404333
-67,17150282
-66,67858675
