Time,TimeLsl,Value
1654002930,78012,161483,5923245,63
1654002930,78012,161483,5923488,56
1654002930,78012,161483,5923594,56
1654002930,78012,161483,5923686,73
1654002930,78012,161483,5923782,80
1654002930,78012,161483,5923864,73
1654002930,78012,161483,5923956,75
1654002930,78012,161483,5924062,70
1654002930,78012,161483,592413,46
1654002930,78012,161483,5924212,41
1654002930,78012,161483,5924308,58
1654002930,78012,161483,5924393,58
1654002930,78012,161483,5924477,61
1654002930,78012,161483,5924536,68
1654002930,78012,161483,5924626,66
1654002930,78012,161483,5924726,68
1654002930,78012,161483,592483,80
1654002930,78012,161483,5924921,85
1654002930,78012,161483,5924998,100
1654002930,78012,161483,5925112,117
1654002930,78012,161483,5925204,107
1654002930,78012,161483,5925257,88
1654002930,78012,161483,592534,85
1654002930,78012,161483,5925382,80
1654002930,78012,161483,5925445,73
1654002930,78012,161483,5925539,68
1654002930,78012,161483,5925614,75
1654002930,78012,161483,5925706,92
1654002930,78012,161483,5925771,122
1654002930,78012,161483,5925844,224
1654002930,78012,161483,5925932,520
1654002930,78012,161483,5926026,858
1654002930,78012,161483,5926077,770
1654002930,78012,161483,5926166,92
1654002930,78012,161483,592626,-498
1654002930,78012,161483,5926354,-401
1654002930,78012,161483,5926425,-90
1654002930,78012,161483,5926512,4
1654002930,78012,161483,5926584,58
1654002930,78012,161483,5926692,92
1654002930,78012,161483,5926767,73
1654002930,78012,161483,5926838,88
1654002930,78012,161483,5926878,112
1654002930,78012,161483,5926946,107
1654002930,78012,161483,592702,107
1654002930,78012,161483,5927092,114
1654002930,78012,161483,5927167,110
1654002930,78012,161483,5927206,107
1654002930,78012,161483,5927263,129
1654002930,78012,161483,5927336,141
1654002930,85393,161483,5927411,136
1654002930,85393,161483,5927458,146
1654002930,85393,161483,5927523,173
1654002930,85393,161483,5927622,202
1654002930,85393,161483,5927712,234
1654002930,85393,161483,5927809,254
1654002930,85393,161483,5927892,281
1654002930,85393,161483,5927968,315
1654002930,85393,161483,5928058,332
1654002930,85393,161483,5928123,332
1654002930,85393,161483,5928182,332
1654002930,85393,161483,5928255,320
1654002930,85393,161483,5928327,278
1654002930,85393,161483,5928422,222
1654002930,85393,161483,5928469,161
1654002930,85393,161483,5928542,102
1654002930,85393,161483,5928636,58
1654002930,85393,161483,59287,24
1654002930,85393,161483,5928784,-2
1654002930,85393,161483,5928874,-14
1654002930,85393,161483,5928966,-19
1654002930,85393,161483,5929037,-19
1654002930,85393,161483,5929116,-17
1654002930,85393,161484,1776028,-17
1654002930,94868,161484,1776286,-12
1654002930,94868,161484,1776349,-2
1654002930,94868,161484,1776405,12
1654002930,94868,161484,1776452,17
1654002930,94868,161484,1776504,2
1654002930,94868,161484,177654,-9
1654002930,94868,161484,1776591,-4
1654002930,94868,161484,1776627,7
1654002930,94868,161484,1776662,17
1654002930,94868,161484,1776695,17
1654002930,94868,161484,1776729,17
1654002930,94868,161484,1776764,24
1654002930,94868,161484,1776794,34
1654002930,94868,161484,1776845,34
1654002930,94868,161484,1776922,31
1654002930,94868,161484,1777005,26
1654002930,94868,161484,1777041,26
1654002930,94868,161484,1777081,29
1654002930,94868,161484,1777118,24
1654002930,94868,161484,1777156,24
1654002930,94868,161484,1777196,39
1654002930,94868,161484,1777233,41
1654002930,94868,161484,1777453,24
1654002930,94868,161484,1777565,31
1654002930,94868,161484,1777647,46
1654002930,94868,161484,1777908,44
1654002930,94868,161484,1777982,36
1654002930,94868,161484,1778026,34
1654002930,94868,161484,1778059,36
1654002930,94868,161484,1778532,46
1654002930,94868,161484,1778687,56
1654002930,94868,161484,1778768,58
1654002930,94868,161484,1778808,56
1654002930,94868,161484,177887,68
1654002930,94868,161484,1778913,90
1654002930,94868,161484,1778971,85
1654002930,94868,161484,1779043,73
1654002930,94868,161484,1779084,70
1654002930,94868,161484,1779485,66
1654002930,94868,161484,1779621,58
1654002930,94868,161484,1779725,48
1654002930,94868,161484,1779809,39
1654002930,94868,161484,1779911,39
1654002930,94868,161484,1779997,48
1654002930,94868,161484,1780329,48
1654002930,94868,161484,1780409,41
1654002930,94868,161484,1780459,80
1654002930,94868,161484,1780598,256
1654002930,94868,161484,1780709,606
1654002930,94868,161484,1780793,882
1654002930,95666,161484,1780889,606
1654002930,95666,161484,1780978,-168
1654002930,95666,161484,1781102,-577
1654002930,95666,161484,1781368,-322
1654002930,95666,161484,178151,-58
1654002930,95666,161484,1781763,0
1654002930,95666,161484,1781911,58
1654002930,95666,161484,1782151,85
1654002930,95666,161484,1782319,70
1654002930,95666,161484,1782468,85
1654002930,95666,161484,1782611,92
1654002930,95666,161484,1782742,80
1654002930,95666,161484,178288,88
1654002930,95666,161484,1782994,100
1654002930,95666,161484,1783104,107
1654002930,95666,161484,17832,127
1654002930,95666,161484,1783253,129
1654002930,95666,161484,178333,132
1654002930,95666,161484,1783386,158
1654002930,95666,161484,1783444,178
1654002930,95666,161484,1783487,190
1654002930,95666,161484,1783544,212
1654002930,95666,161484,7626928,232
1654002930,95666,161484,76271,259
1654002931,49882,161484,7627148,291
1654002931,49882,161484,7627198,313
1654002931,49882,161484,7627221,332
1654002931,49882,161484,7627246,347
1654002931,49882,161484,7627289,342
1654002931,49882,161484,7627372,320
1654002931,49882,161484,762744,271
1654002931,49882,161484,7627476,188
1654002931,49882,161484,7627511,107
1654002931,49882,161484,7627555,53
1654002931,49882,161484,762759,17
1654002931,49882,161484,7627638,0
1654002931,49882,161484,7627685,-17
1654002931,49882,161484,7627724,-34
1654002931,49882,161484,7627759,-34
1654002931,49882,161484,7627799,-34
1654002931,49882,161484,7627857,-39
1654002931,49882,161484,7627912,-22
1654002931,49882,161484,7627946,-9
1654002931,49882,161484,762801,-7
1654002931,49882,161484,7628086,4
1654002931,49882,161484,7628164,19
1654002931,49882,161484,7628238,19
1654002931,49882,161484,7628309,19
1654002931,49882,161484,7628383,24
1654002931,49882,161484,7628465,24
1654002931,49882,161484,7628541,29
1654002931,49882,161484,7628668,44
1654002931,49882,161484,7628742,56
1654002931,49882,161484,7628851,44
1654002931,49882,161484,7628938,39
1654002931,49882,161484,7629029,51
1654002931,49882,161484,7629122,44
1654002931,49882,161484,7629211,29
1654002931,49882,161484,7629304,34
1654002931,49882,161484,7629371,46
1654002931,49882,161484,7629471,48
1654002931,49882,161484,7629539,46
1654002931,49882,161484,7629614,46
1654002931,49882,161484,7629708,41
1654002931,49882,161484,7629811,44
1654002931,49882,161484,762988,51
1654002931,49882,161484,7629944,53
1654002931,49882,161484,7630017,51
1654002931,49882,161484,7630114,51
1654002931,49882,161484,7630197,53
1654002931,49882,161484,7630285,66
1654002931,49882,161484,7630354,85
1654002931,49882,161484,7630447,85
1654002931,49882,161484,763052,78
1654002931,5068,161484,7630611,92
1654002931,5068,161484,7630689,112
1654002931,5068,161484,7630788,112
1654002931,5068,161484,7630863,90
1654002931,5068,161484,7630958,78
1654002931,5068,161484,7631056,95
1654002931,5068,161484,7631152,97
1654002931,5068,161484,7631256,75
1654002931,5068,161484,7631348,73
