-7,07344471
-2,503796446
-7,683466485
-14,11224193
-13,04014463
-12,46719701
-18,14342208
-24,56884337
-28,24348496
-30,66737146
-33,090528
-35,26298022
-37,93475423
-40,85587664
-37,77637452
-25,19627539
-12,11560721
-8,284398341
-12,95267758
-23,37047409
-38,28781741
-50,70473746
-54,87126446
-52,28742899
-46,20326189
-39,61879432
-35,78405769
-42,69908365
-68,11390409
-69,52855111
62,05694304
371,8925459
729,4782249
882,5639474
641,8996804
162,7353913
-136,1789531
-134,5933855
-86,25793915
-109,4226468
-117,0875415
-99,25265612
-97,66802336
-97,08367594
-84,9996464
-76,66596714
-72,33267036
-63,24978808
-53,66735209
-47,8353939
-41,2539448
-32,67303574
-27,09269736
-23,26295998
-11,68385351
5,144592501
13,47234892
12,79938704
11,12567864
6,451195962
-6,224088259
-21,65020075
-29,07716771
-26,50501475
-24,18376692
-27,86344866
-31,29408377
-32,47569543
-38,65830614
-52,34193772
-65,77661131
-70,46234732
-65,64916544
-56,58708459
-48,27612296
-40,96629793
-34,65762611
-34,10012329
-38,04380446
-36,98868374
-28,93477445
-23,13208902
-26,08063903
-34,03043517
-41,23148726
-45,43380421
-46,63739403
-45,34226381
-43,29841972
-45,00586702
-48,71461001
-47,42465207
-44,88599563
-48,34864217
-52,56259222
-50,27784534
-41,74440015
-24,96225431
-2,181404496
9,348153558
3,876425095
-5,096583683
-14,57086561
-25,29641255
-28,77321541
-25,75126415
-24,73054775
-24,96105424
-20,69277072
-15,17568331
-23,15977722
-50,1450367
-40,88144507
110,8810153
429,1423629
773,1526171
892,9117984
621,419928
150,6770281
-115,3168784
-101,8117675
-57,30761446
-79,55439359
-88,55207842
-75,80064163
-77,55005504
-84,05028969
-82,05131578
-76,80310274
-70,80561919
-62,05883299
-51,81271126
-43,06722034
-36,32232587
-32,07799277
-28,58418523
-21,59086678
-13,84800028
-9,105547923
-6,113471274
-7,371731273
-12,88028826
-16,88910198
-19,64813163
-22,65733584
-22,66667273
-19,67609991
-18,6855745
-22,44505314
-27,20449206
-30,21384703
-34,47307345
-40,98212632
-50,99096031
-65,24952974
-70,75778864
-60,76569075
-51,77318956
-50,03023832
-47,0367901
-46,29279776
-49,29821403
-46,30299152
-39,80708273
-37,56044009
-36,31301602
-36,31476288
-39,81563308
-41,56557907
-40,06455336
-38,3125086
-36,80939752
-37,30517307
-39,79978834
-39,79319669
-38,03535171
-37,02620726
-34,01571754
-33,7538371
-40,74052082
-44,47572404
-36,95940249
-19,44151239
1,827989542
12,09914608
4,871999433
-6,103408775
-9,82703753
-11,04884646
-15,26879588
-19,23684678
-20,2029609
-23,16710073
-26,12922954
-23,08931142
-32,54731128
-60,00319493
-24,70692903
177,5915188
525,1421801
833,9450853
851,2502639
494,0577444
53,36755431
-123,57028
-89,50573317
-76,18878101
-101,8694004
-98,79756939
-88,72326715
-87,89647407
-79,06717171
-70,48534286
-68,90097152
-61,56404296
-48,7245437
-40,38246154
-35,53778555
-29,19050614
-22,340615
-16,23810518
-10,13297105
-5,77520834
-3,914814139
-2,301786907
-2,436126485
-7,067834102
-12,19691238
-15,57336535
-20,69719844
-25,81841851
-27,43703383
-27,30305409
-26,16649041
-24,52735535
-30,3856629
-47,49142847
-61,59466893
-63,69540257
-64,29364912
-64,38942976
-56,98276707
-53,07368511
-57,16220932
-53,4983666
-41,83218527
-35,66369504
-33,24292707
-28,81991388
-25,39468944
-25,21728907
-25,7877495
-23,10610881
-19,92240646
-22,98668326
-28,29898137
-28,60934427
-27,16781676
-29,22444496
-33,02927628
-34,08235938
-34,13374421
-39,43348196
-49,23162505
-50,02822711
-30,07334296
-2,367028591
9,340658838
4,799661045
-2,990081368
-12,02862889
-20,31604307
-20,10238652
-14,38772284
-13,92211666
-15,95563355
-10,48834003
-4,52030355
-18,05159242
-42,83227582
-0,112423768
207,8578929
560,3286027
867,5496333
872,0209117
505,9923641
70,46391639
-105,0645065
-78,84297994
-66,62158001
-85,65038319
-77,92946644
-66,70890713
-67,98878303
-65,01917226
-61,05015323
-60,08180462
-53,86420535
-44,89743452
-41,18157139
-38,46669533
-31,00288578
-21,79022219
-14,32878402
-8,868650693
-5,159901508
-4,952615652
-7,746872136
-11,04274976
-16,09032706
-22,38968229
-28,19089337
-39,24403784
-52,79919283
-52,106435
-41,16584055
-41,72748511
-54,04144377
-63,60779099
-68,92660059
-74,99794571
-79,07189876
-77,39853138
-73,22791444
-74,31011797
-80,64521111
-81,48326213
-73,57433835
-64,16850612
-56,51583079
-50,61637668
-48,22020703
-47,327384
-42,93796861
-35,80202074
-31,41959905
-32,29076103
-35,91556288
-38,54405957
-39,67630476
-39,31235078
-37,95224863
-41,09604794
-48,24379692
-47,8955424
-32,55132976
-8,961202906
7,874795709
11,45662514
6,034245975
-5,392379692
-17,3232882
-22,00851431
-21,94809121
-21,8920505
-20,09042215
-15,79323449
-11,50051425
-15,21228646
-39,42857453
-63,39940016
3,625216599
244,1452574
603,4107057
872,9215464
806,9277664
402,1793542
9,926300088
-100,8314041
-62,34376452
-67,11078582
-91,38247078
-85,15882047
-80,43983421
-84,22550958
-80,51584241
-80,56082681
-84,36045511
-77,16471794
-65,47360418
-57,78710098
-53,35519377
-55,92786626
-59,25510046
-50,83687666
-38,17317348
-32,26396783
-28,60923498
-30,4589485
-47,06308033
-66,17160079
-72,03447854
-71,90168066
-75,02317263
-76,64891834
-72,52888014
-64,16301881
-56,05129364
-54,19366239
-60,09008135
-68,49050533
-70,64488772
-66,30318046
-65,46533412
-65,13129789
-53,5510196
-39,47444577
-36,9015216
-36,58219105
-27,5163968
-17,45408034
-11,89518195
-7,339640759
-5,537394754
-6,238380825
-4,692534787
-3,149791409
-5,11008445
-7,823346684
-8,289509936
-7,258505113
-7,230262232
-12,20471046
-20,18177813
-22,16139281
-12,89348128
4,872030387
19,6352168
22,89615325
18,90491562
11,91158042
2,166224684
-6,331074005
-10,83023759
-11,58118754
-7,583844916
-2,088130381
-0,09396424
-7,351266472
-31,35995676
-28,61995454
107,118821
414,8564508
761,5930162
891,3285982
638,8132785
189,5471383
-80,46974071
-96,98727711
-73,5053894
-97,52399613
-108,543016
-103,5623676
-109,0819701
-114,6017423
-116,1216036
-116,3914735
-107,6612717
-94,1809183
-87,20033353
-84,4694381
-77,23815305
-63,00639979
-48,02410016
-38,29117642
-32,55755132
-30,32314809
-30,58789046
-29,60170273
-29,86450973
-35,62623691
-44,3868103
-49,89615658
-48,1542031
-41,41087786
-35,16610959
-30,91982772
-29,92196244
-34,6724447
-39,67120624
-40,91817962
-42,4132982
-42,65649621
-38,14770875
-33,13687179
-30,37392221
-26,85879783
-21,59143739
-15,3217806
-9,549768161
-6,525341742
-4,998444037
-2,469018766
-0,937010687
-2,902365619
-6,615030451
-8,57495316
-7,532082822
-5,986369628
-6,937764896
-9,636221081
-11,58169179
-15,2741318
-22,21349705
-21,89974466
-4,582832975
17,48727849
25,060629
22,38725658
20,46719806
13,30048898
0,137163698
-6,022744723
-2,679204456
-4,082184941
-18,23165688
-29,87759225
-28,0199643
-39,40874755
-74,7939178
-46,67545215
156,696671
511,3224721
824,7019702
830,3351829
447,472127
-4,387182584
-168,4927317
-120,8445079
-107,4424996
-136,0366967
-129,1270905
-114,9636734
-117,296439
-113,1253823
-100,9504995
-91,27178797
-83,8392465
-77,40287496
-69,21267449
-59,26864745
-51,57079742
-41,86912919
-28,41364873
-20,70436323
-14,99128102
-3,024411641
1,196234214
-9,079355303
-19,35119319
-25,86929358
-34,13367173
-39,39434404
-37,65132799
-34,40464218
-33,40430629
-35,65034108
-43,14276839
-51,3816111
-53,86689316
-54,59863954
-59,32687626
-62,80163033
-58,02292978
-46,74080365
-34,70528194
-26,66639563
-24,12417667
-24,07865795
-20,52987332
-12,22785753
-6,172646268
-6,114276116
-8,052784555
-8,738209946
-9,670591518
-11,09996936
-11,02638441
-12,19987842
-15,620494
-16,78827453
-16,9532642
-20,615508
-25,77505166
-25,4319417
-16,83622534
-8,987950573
-8,387166087
-6,533921276
-1,678266226
-7,570251693
-27,2099291
-46,3473505
-52,7325686
-48,36563671
-43,74660873
-42,62553918
-47,2524831
-70,62749612
-101,5006344
-54,12195462
173,008486
554,6406299
882,0244189
868,9097943
455,7966972
-1,814931909
-153,1751528
-101,5340258
-90,64161149
-115,4979707
-105,1031648
-90,9572552
-91,81030389
-88,16237293
-83,01352468
-81,36382174
-74,21332689
-63,06210312
-54,41021358
-44,75772157
-34,3546905
-28,95118391
-23,5472654
-11,14299866
2,261552589
9,416324609
12,57125365
12,22627598
4,631327907
-6,713654196
-14,30873388
-18,9039746
-25,49943969
-28,84519232
-21,94129553
-14,53781216
-17,38480484
-26,482336
-36,8304678
-45,17926217
-48,02878072
-47,87908478
-43,98023535
-35,0822931
-28,18531832
-24,03937094
-20,39451047
-20,25079603
-20,10828627
-17,46703942
-21,07711321
-31,9385649
-36,55145122
-31,41582839
-27,53175209
-28,14927741
-28,76845891
-28,6393505
-27,76200553
-26,13647667
-27,762816
-33,1410749
-37,27130409
-37,90355358
-27,53787271
-5,674310048
4,437086534
-4,703730061
-11,09680617
-10,24218733
-17,88991832
-32,79004306
-42,44260468
-48,34764546
-54,25520682
-53,16532933
-47,57805266
-52,49341561
-75,91145606
-85,33221097
24,99428362
332,8179926
726,8888819
928,4569183
720,0220696
239,5843046
-98,60640681
-136,3000939
-91,74678482
-105,9465067
-116,1492855
-99,60514645
-94,06411335
-94,02620912
-85,74145557
-78,95987338
-72,93148216
-63,15630041
-55,38434548
-48,61563362
-37,85017995
-26,58799842
-18,07910187
-11,82350194
-8,82120915
-7,82223284
-5,576581178
-3,084261159
-4,0952786
-9,609638135
-19,87734321
-32,39839609
-36,17279783
-25,95054832
-15,48164624
-16,76608908
-27,30387313
-41,84499348
-53,13944406
-57,93721756
-62,23830551
-63,54269825
-56,35038492
-51,41135349
-53,22559075
-48,54308232
-36,11381263
-27,18776497
-21,76492146
-17,09526308
-17,67876964
-20,01541985
-17,10519125
-14,19806029
-16,29400229
-21,39299147
-30,49500097
-40,35000281
-42,95796798
-38,81886638
-34,18266687
-34,79933725
-44,91884433
-62,79115386
-76,41623062
-71,29403839
-47,17453996
-22,80769718
-13,94347093
-16,58182116
-23,47270691
-32,6160863
-38,51191657
-38,41015407
-36,31075429
-32,46367189
-25,86886068
-20,52627366
-22,68586304
-41,59758023
-54,76137589
32,82280008
303,4049985
678,235271
906,5636697
754,3902477
304,9650585
-50,21184359
-111,3904037
-65,82056621
-71,50227509
-81,68547358
-69,62010441
-69,05610973
-73,99343116
-67,93200979
-60,87178624
-57,56270061
-51,25469253
-40,6977012
-31,39166536
-28,08652336
-29,28221313
-28,7286722
-22,42583777
-13,62364667
-7,322035389
-4,020940131
-3,970296782
-9,920040957
-19,12010801
-23,07043307
-21,52095101
-22,22159652
-21,17230412
-10,12300813
-0,323642744
-3,524142026
-11,47443993
-18,17447031
-27,37416697
-36,07346365
-39,27229407
-37,72059194
-32,41829097
-27,11532493
-28,0616276
-30,75713288
-26,70177474
-19,64548728
-16,83820472
-20,02986145
-28,72039206
-38,65973133
-44,84781426
-47,2845761
-44,9699524
-43,90387897
-59,58629196
-83,51712784
-89,44632347
-77,12381608
-65,54954331
-61,22344324
-59,89545441
-58,31551582
-50,48356701
-33,64954802
-20,06339943
-16,22506243
-14,63447878
-19,54159088
-34,19634175
-44,59867511
-43,49853533
-39,39586753
-39,29061755
-41,68273199
-45,07215824
-52,45884448
-62,59273973
-29,22379384
140,1480425
463,0228175
775,6505788
813,2813729
489,6652454
74,55224077
-118,3075973
-115,6642261
-106,0176042
-121,6176911
-115,2144473
-102,0578344
-99,89781525
-89,98435366
-72,81741465
-65,6469644
-56,22297024
-36,04540071
-33,61422553
-50,92941566
-53,99094329
-42,54878183
-34,10290597
-22,90329169
-9,949916215
-5,242758098
-2,781797187
-0,317014652
-5,348392992
-14,37591605
-18,899569
-17,6693384
-12,43521216
-5,447179566
0,044768722
2,040640647
0,040442763
-4,955819777
-10,94814322
-18,68652523
-28,17096488
-32,40146264
-33,12802043
-42,60064156
-54,81933077
-53,53409424
-46,49493953
-48,70187565
-50,90491303
-44,3540635
-39,0493403
-37,99075811
-36,17833298
-35,36208237
-36,29202514
-36,71818154
-37,3905732
-36,8092231
-30,47415562
-21,88539646
-18,29297269
-18,19691268
-15,09724616
-7,744004131
-0,38721891
5,723075916
12,83684549
16,95405373
5,824663278
-19,80136439
