Time,TimeLsl,Value
1658565117.57008,337467.8066615,77
1658565117.57008,337467.8066838,111
1658565117.57008,337467.806703,128
1658565117.57008,337467.8067134,126
1658565117.57008,337467.8067204,138
1658565117.57008,337467.8067249,148
1658565117.57008,337467.8067368,138
1658565117.57008,337467.8067571,150
1658565117.57008,337467.8067643,187
1658565117.57008,337467.8067711,201
1658565117.57008,337467.8067762,206
1658565117.57008,337467.8067819,218
1658565117.57008,337467.8067885,214
1658565117.57008,337467.8067927,201
1658565117.57008,337467.8067961,204
1658565117.57008,337467.8067994,192
1658565117.57008,337467.8068025,158
1658565117.57008,337467.8068058,116
1658565117.57008,337467.8068095,65
1658565117.57008,337467.8068126,14
1658565117.57008,337467.8068168,-17
1658565117.57008,337467.8068204,-21
1658565117.57008,337467.8068249,-21
1658565117.57008,337467.8068312,-36
1658565117.57008,337467.8068343,-38
1658565117.57008,337467.8068397,-21
1658565117.57008,337467.8068459,-19
1658565117.57008,337467.8068495,-24
1658565117.57008,337467.8068539,-17
1658565117.57008,337467.8068575,-7
1658565117.57008,337467.8068622,-7
1658565117.57008,337467.8068681,-7
1658565117.57008,337467.8068746,4
1658565117.57008,337467.8068811,12
1658565117.57008,337467.8068854,14
1658565117.57008,337467.8068888,19
1658565117.57008,337467.806892,26
1658565117.57008,337467.8068952,36
1658565117.57008,337467.8068981,34
1658565117.57008,337467.8069011,14
1658565117.57008,337467.806904,7
1658565117.57008,337467.8069069,21
1658565117.57008,337467.8069098,26
1658565117.57008,337467.8069127,21
1658565117.57008,337467.8069157,14
1658565117.57008,337467.8069187,12
1658565117.57008,337467.8069215,21
1658565117.57008,337467.8069244,24
1658565117.57008,337467.8069273,7
1658565117.57008,337467.8069302,2
1658565117.68116,337467.8069332,7
1658565117.68116,337467.8069362,12
1658565117.68116,337467.806939,9
1658565117.68116,337467.8069419,7
1658565117.68116,337467.8069447,9
1658565117.68116,337467.8069476,14
1658565117.68116,337467.8069505,4
1658565117.68116,337467.8069533,-2
1658565117.68116,337467.8069562,9
1658565117.68116,337467.8069591,41
1658565117.68116,337467.8069622,63
1658565117.68116,337467.8069651,60
1658565117.68116,337467.806968,60
1658565117.68116,337467.8069709,65
