Time,TimeLsl,Value
1658576751.54794,349102.057728,89
1658576751.54794,349102.0577497,54
1658576751.54794,349102.0577667,49
1658576751.54794,349102.0577811,73
1658576751.54794,349102.0577945,51
1658576751.54794,349102.0578076,35
1658576751.54794,349102.0578208,56
1658576751.54794,349102.0578341,70
1658576751.54794,349102.0578465,77
1658576751.54794,349102.0578572,89
1658576751.54794,349102.0578613,89
1658576751.54794,349102.0578674,84
1658576751.54794,349102.0578729,101
1658576751.54794,349102.0578788,122
1658576751.54794,349102.0578833,134
1658576751.54794,349102.0578893,146
1658576751.54794,349102.0578935,164
1658576751.54794,349102.0578997,179
1658576751.54794,349102.0579046,190
1658576751.54794,349102.0579112,209
1658576751.54794,349102.0579159,223
1658576751.54794,349102.0579208,230
1658576751.54794,349102.0579281,233
1658576751.54794,349102.0579328,226
1658576751.54794,349102.0579377,212
1658576751.54794,349102.0579444,195
1658576751.54794,349102.0579492,157
1658576751.54794,349102.0579538,106
1658576751.54794,349102.05796,63
1658576751.54794,349102.0579656,30
1658576751.54794,349102.0579721,-4
1658576751.54794,349102.0579776,-25
1658576751.54794,349102.057982,-37
1658576751.54794,349102.0579858,-44
1658576751.54794,349102.0579879,-44
1658576751.54794,349102.0579901,-40
1658576751.54794,349102.0579924,-40
1658576751.54794,349102.058,-32
1658576751.54794,349102.0580105,-23
1658576751.54794,349102.0580138,-16
1658576751.54794,349102.0580167,-11
1658576751.54794,349102.0580198,-4
1658576751.54794,349102.0580271,2
1658576751.54794,349102.0580566,11
1658576751.54794,349102.0580676,16
1658576751.54794,349102.0580761,18
1658576751.54794,349102.0580821,23
1658576751.54794,349102.0580866,28
1658576751.54794,349102.0580932,25
1658576751.54794,349102.0580975,18
1658576751.68309,349102.0581036,18
1658576751.68309,349102.0581108,23
1658576751.68309,349102.0581166,28
1658576751.68309,349102.0581213,23
1658576751.68309,349102.058128,18
1658576751.68309,349102.0581347,21
1658576751.68309,349102.0581392,16
1658576751.68309,349102.0581449,7
1658576751.68309,349102.058149,4
1658576751.68309,349102.0581546,9
1658576751.68309,349102.0581586,11
1658576751.68309,349102.0581634,9
1658576751.68309,349102.0581686,11
1658576751.68309,349102.0581725,7
1658576751.68309,349102.0581794,2
1658576751.68309,349102.058187,14
1658576751.68309,349102.0581937,42
1658576751.68309,349102.0581986,58
1658576751.68309,349102.0582018,44
1658576751.68309,349102.0582068,21
1658576751.68309,349102.05821,4
1658576751.68309,349102.058215,-4
1658576751.68309,349102.0582183,-2
1658576751.68309,349102.5931128,7
1658576751.68309,349102.5931339,11
1658576751.68309,349102.59314,11
1658576751.68309,349102.5931435,21
1658576751.68309,349102.5931469,25
1658576751.68309,349102.5931502,25
1658576751.68309,349102.5931535,28
1658576751.68309,349102.5931568,37
1658576751.68309,349102.5931601,89
1658576751.68309,349102.5931634,256
1658576751.68309,349102.5931808,537
1658576751.68309,349102.5931899,727
1658576751.68309,349102.593194,459
1658576751.68309,349102.5931978,-129
1658576751.68309,349102.5932014,-245
1658576751.68309,349102.5932056,73
1658576751.68309,349102.593209,101
1658576751.68309,349102.5932125,-25
1658576751.68309,349102.593216,25
1658576751.68309,349102.5932194,63
1658576751.68309,349102.5932229,11
1658576751.68309,349102.5932263,9
1658576751.68309,349102.5932297,40
1658576751.68309,349102.5932332,42
1658576751.68309,349102.5932367,44
1658576751.68309,349102.5932401,56
1658576751.68309,349102.5932439,51
1658576751.72797,349102.5932475,47
1658576751.72797,349102.5932508,65
1658576751.72797,349102.5932544,84
1658576751.72797,349102.5932579,91
1658576751.72797,349102.5932614,103
1658576751.72797,349102.5932672,115
1658576751.72797,349102.5932709,124
1658576751.72797,349102.5932772,146
1658576751.72797,349102.5932815,169
1658576751.72797,349102.593285,183
1658576751.72797,349102.5932906,197
1658576751.72797,349102.5932962,212
1658576751.72797,349102.5933012,216
1658576751.72797,349102.5933048,223
1658576751.72797,349102.5933083,233
1658576751.72797,349102.5933119,233
1658576751.72797,349102.5933169,223
1658576751.72797,349102.5933205,202
1658576751.72797,349102.5933242,157
1658576751.72797,349102.59333,103
1658576751.72797,349102.5933341,65
1658576751.72797,349102.5933391,32
1658576751.72797,349102.5933427,-2
1658576751.72797,349102.5933477,-23
1658576751.72797,349102.5933512,-30
1658576751.72797,349102.5933562,-37
1658576751.72797,349102.5933611,-37
1658576751.72797,349102.5933645,-40
1658576751.72797,349102.593368,-42
1658576751.72797,349102.5933715,-35
1658576751.72797,349102.5933749,-25
1658576751.72797,349102.5933784,-21
1658576751.72797,349102.5933831,-11
1658576751.72797,349102.5933867,2
1658576751.72797,349102.5933902,9
1658576751.72797,349102.5933936,7
1658576751.72797,349102.5933971,2
1658576751.72797,349102.5934006,2
1658576751.72797,349102.5934053,9
1658576751.72797,349102.5934093,21
1658576751.72797,349102.593414,23
1658576751.72797,349102.5934178,23
1658576751.72797,349102.5934212,25
1658576751.72797,349102.5934268,21
1658576751.72797,349102.5934304,11
1658576751.72797,349102.5934353,14
1658576751.72797,349103.2257726,18
1658576751.72797,349103.2257909,18
1658576751.72797,349103.2257994,18
1658576751.72797,349103.2258056,18
1658576751.74643,349103.2258111,16
1658576751.74643,349103.2258159,14
1658576751.74643,349103.2258208,16
1658576751.74643,349103.2258268,14
1658576751.74643,349103.2258338,4
1658576751.74643,349103.2258403,0
1658576751.74643,349103.2258444,0
1658576751.74643,349103.2258483,-7
1658576751.74643,349103.225853,-4
1658576751.74643,349103.2258601,23
1658576751.74643,349103.2258687,47
1658576751.74643,349103.2258823,42
1658576751.74643,349103.225896,14
1658576751.74643,349103.2259089,-14
1658576751.74643,349103.2259192,-18
1658576751.74643,349103.2259273,-9
1658576751.74643,349103.2259329,0
1658576751.74643,349103.2259434,7
1658576751.74643,349103.2259518,14
1658576751.74643,349103.2259608,9
1658576751.74643,349103.2259715,4
1658576751.74643,349103.2259749,9
1658576751.74643,349103.225982,14
1658576751.74643,349103.225997,30
1658576751.74643,349103.2260068,103
1658576751.74643,349103.2260137,280
1658576751.74643,349103.2260196,541
1658576751.74643,349103.2260267,697
1658576751.74643,349103.2260308,398
1658576751.74643,349103.2260366,-155
1658576751.74643,349103.2260433,-200
1658576751.74643,349103.2260487,106
1658576751.74643,349103.2260544,94
1658576751.74643,349103.2260679,-21
1658576751.74643,349103.2260807,44
1658576751.74643,349103.2260881,82
1658576751.74643,349103.2260922,47
1658576751.74643,349103.2261542,61
1658576751.74643,349103.2261661,84
1658576751.74643,349103.2261753,77
1658576751.74643,349103.2261801,80
1658576751.74643,349103.2261861,91
1658576751.74643,349103.2261921,101
1658576751.74643,349103.2262054,110
1658576751.74643,349103.226219,120
1658576751.74643,349103.2262266,122
1658576751.74643,349103.2262318,131
1658576751.74643,349103.2262376,150
1658576751.74643,349103.2262438,169
1658576751.74643,349103.2262501,183
1658576751.76162,349103.2262539,193
1658576751.76162,349103.2262577,202
1658576751.76162,349103.2262641,219
1658576751.76162,349103.2262692,235
1658576751.76162,349103.2262752,249
1658576751.76162,349103.22628,254
1658576751.76162,349103.226286,254
1658576751.76162,349103.2262913,256
1658576751.76162,349103.2262969,256
1658576751.76162,349103.226301,247
1658576751.76162,349103.2263078,226
1658576751.76162,349103.2263134,188
1658576751.76162,349103.2263171,139
1658576751.76162,349103.2263211,89
1658576751.76162,349103.2263281,44
1658576751.76162,349103.2263325,18
1658576751.76162,349103.2263584,7
1658576751.76162,349103.2263684,-2
1658576751.76162,349103.226374,-4
1658576751.76162,349103.713761,-2
1658576751.76162,349103.7137855,-9
1658576751.76162,349103.7137948,-9
1658576752.15345,349103.7138027,-2
1658576752.15345,349103.7138066,4
1658576752.15345,349103.7138103,9
1658576752.15345,349103.713814,9
1658576752.15345,349103.713818,14
1658576752.15345,349103.7138219,28
1658576752.15345,349103.7138259,42
1658576752.15345,349103.7138299,47
1658576752.15345,349103.7138351,49
1658576752.15345,349103.7138393,56
1658576752.15345,349103.7138424,51
1658576752.15345,349103.7138457,40
1658576752.15345,349103.7138498,40
1658576752.15345,349103.7138552,47
1658576752.15345,349103.7138605,42
1658576752.15345,349103.7138644,37
1658576752.15345,349103.7138681,37
1658576752.15345,349103.7138719,21
1658576752.15345,349103.7138757,11
1658576752.15345,349103.7139317,28
1658576752.15345,349103.7139392,32
1658576752.15345,349103.7139434,23
1658576752.15345,349103.7139489,23
1658576752.15345,349103.713953,18
1658576752.15345,349103.7139584,9
1658576752.15345,349103.7139625,14
1658576752.15345,349103.7139678,21
1658576752.15345,349103.7139717,14
1658576752.15345,349103.7139771,11
1658576752.15345,349103.7139817,23
1658576752.15345,349103.7139871,42
1658576752.15345,349103.7139916,58
1658576752.15345,349103.7139984,65
1658576752.15345,349103.7140044,51
1658576752.15345,349103.7140082,30
1658576752.15345,349103.714012,23
1658576752.15345,349103.7140159,30
1658576752.15345,349103.7140199,35
1658576752.15345,349103.7140241,37
1658576752.15345,349103.7140298,44
1658576752.15345,349103.7140337,49
1658576752.15345,349103.7140378,54
1658576752.15345,349103.7140417,63
1658576752.15345,349103.7140459,65
1658576752.15345,349103.7140497,70
1658576752.15345,349103.7140536,103
1658576752.15345,349103.7141154,226
1658576752.15345,349103.7141317,478
1658576752.15345,349103.7141365,727
1658576752.15345,349103.7141408,617
1658576752.16542,349103.7141468,51
1658576752.16542,349103.7141515,-268
1658576752.16542,349103.7141567,9
1658576752.16542,349103.7141626,160
1658576752.16542,349103.7141689,16
1658576752.16542,349103.7141733,25
1658576752.16542,349103.7141793,98
1658576752.16542,349103.7141882,68
1658576752.16542,349103.7141918,63
1658576752.16542,349103.7141969,96
1658576752.16542,349103.7142007,103
1658576752.16542,349103.7142046,106
1658576752.16542,349103.7142101,117
1658576752.16542,349103.7142139,117
