Time,TimeLsl,Value
1658578969.37141,351319.979287,26
1658578969.37141,351319.9793136,21
1658578969.37141,351319.9793212,18
1658578969.37141,351319.9793251,56
1658578969.37141,351319.9793306,80
1658578969.37141,351319.9793346,78
1658578969.37141,351319.979341,70
1658578969.37141,351319.9793455,44
1658578969.37141,351319.9793493,9
1658578969.37141,351319.9793552,4
1658578969.37141,351319.979359,23
1658578969.37141,351319.9793646,33
1658578969.37141,351319.9793685,33
1658578969.37141,351319.9793744,40
1658578969.37141,351319.9793783,42
1658578969.37141,351319.9793838,26
1658578969.37141,351319.9793879,26
1658578969.37141,351319.9793934,52
1658578969.37141,351319.9793976,111
1658578969.37141,351319.9794032,293
1658578969.37141,351319.9794073,614
1658578969.37141,351319.9794113,827
1658578969.37141,351319.9794172,513
1658578969.37141,351319.9794213,-141
1658578969.37141,351319.9794333,-255
1658578969.37141,351319.9794399,99
1658578969.37141,351319.9794439,113
1658578969.37141,351319.9794549,-49
1658578969.37141,351319.9794613,7
1658578969.37141,351319.9794652,61
1658578969.37141,351319.9794706,23
1658578969.37141,351319.9794747,35
1658578969.37141,351319.9794841,63
1658578969.37141,351319.9794881,52
1658578969.37141,351319.979494,63
1658578969.37141,351319.9794979,89
1658578969.37141,351319.9795036,92
1658578969.37141,351319.9795075,99
1658578969.37141,351319.9795131,118
1658578969.37141,351319.9795167,118
1658578969.37141,351319.9795219,118
1658578969.37141,351319.9795255,134
1658578969.37141,351319.9795292,160
1658578969.37141,351319.9795332,179
1658578969.37141,351319.9795371,179
1658578969.37141,351319.9795411,186
1658578969.37141,351319.9795452,205
1658578969.37141,351319.979551,219
1658578969.37141,351319.979555,238
1658578969.37141,351319.9795605,257
1658578969.529,351319.9795644,257
1658578969.529,351319.9795698,252
1658578969.529,351319.9795737,262
1658578969.529,351319.9795793,276
1658578969.529,351319.9795833,260
1658578969.529,351319.9795887,231
1658578969.529,351319.9795927,210
1658578969.529,351319.979598,179
1658578969.529,351319.9796018,115
1658578969.529,351319.9796073,40
1658578969.529,351319.9796143,-16
1658578969.529,351319.9796188,-49
1658578969.529,351319.9796227,-70
1658578969.529,351319.9796282,-85
1658578969.529,351319.9796323,-94
1658578969.529,351319.9796377,-99
1658578969.529,351319.9796418,-104
1658578969.529,351319.9796457,-96
1658578969.529,351319.9796495,-96
1658578969.529,351319.9796534,-104
1658578969.529,351319.9796571,-99
1658578969.529,351319.9796611,-82
1658578969.529,351319.9796649,-70
1658578969.529,351320.5057341,-68
1658578969.529,351320.5057469,-66
1658578969.529,351320.5057511,-52
1658578969.529,351320.5057541,-30
1658578969.529,351320.5057578,-28
1658578969.529,351320.5057652,-30
1658578969.529,351320.5057739,-21
1658578969.529,351320.5057791,-16
1658578969.529,351320.5057836,-21
1658578969.529,351320.50579,-18
1658578969.529,351320.5057933,-9
1658578969.529,351320.5057964,-16
1658578969.529,351320.5057999,-26
1658578969.529,351320.505803,-21
1658578969.529,351320.5058065,-9
1658578969.529,351320.5058099,-7
1658578969.529,351320.5058156,-9
1658578969.529,351320.5058222,-7
1658578969.529,351320.5058259,-7
1658578969.529,351320.5058295,-16
1658578969.529,351320.5058365,-16
1658578969.529,351320.5058434,-4
1658578969.529,351320.505852,9
1658578969.529,351320.5058588,21
1658578969.529,351320.5058674,37
1658578969.529,351320.5058739,56
1658578969.529,351320.5058819,52
1658578969.57866,351320.5058887,30
1658578969.57866,351320.5058974,23
1658578969.57866,351320.505904,28
1658578969.57866,351320.5059129,33
1658578969.57866,351320.5059171,40
1658578969.57866,351320.5059226,61
1658578969.57866,351320.5059284,75
1658578969.57866,351320.5059345,68
1658578969.57866,351320.5059379,68
1658578969.57866,351320.5059436,73
1658578969.57866,351320.5059488,63
1658578969.57866,351320.5059561,92
1658578969.57866,351320.5059641,165
1658578969.57866,351320.505971,319
1658578969.57866,351320.5059747,643
1658578969.57866,351320.5059797,903
1658578969.57866,351320.5059869,572
1658578969.57866,351320.5059988,-115
1658578969.57866,351320.5060065,-212
1658578969.57866,351320.5060113,148
1658578969.57866,351320.5060175,158
1658578969.57866,351320.5060221,14
1658578969.57866,351320.5060318,63
1658578969.57866,351320.5060377,111
1658578969.57866,351320.5060425,94
1658578969.57866,351320.5060482,111
1658578969.57866,351320.5060532,125
1658578969.57866,351320.506059,125
1658578969.57866,351320.5060632,137
1658578969.57866,351320.5060691,146
1658578969.57866,351320.5060734,134
1658578969.57866,351320.5060791,120
1658578969.57866,351320.5060838,127
1658578969.57866,351320.5060897,151
1658578969.57866,351320.5060939,174
1658578969.57866,351320.5061019,184
1658578969.57866,351320.5061181,196
1658578969.57866,351320.5061236,222
1658578969.57866,351320.5061327,245
1658578969.57866,351320.5061424,260
1658578969.57866,351320.5061482,267
1658578969.57866,351320.5061591,295
1658578969.57866,351320.5061696,328
1658578969.57866,351320.5061773,330
1658578969.57866,351320.5061838,335
1658578969.57866,351320.5061931,356
1658578969.57866,351321.0904948,361
1658578969.57866,351321.0905201,359
1658578969.57866,351321.0905343,366
1658578969.57866,351321.0905435,359
1658578969.6016,351321.0905512,323
1658578969.6016,351321.0905588,274
1658578969.6016,351321.0905665,219
1658578969.6016,351321.090572,153
1658578969.6016,351321.0905788,87
1658578969.6016,351321.0905853,35
1658578969.6016,351321.0905909,-14
1658578969.6016,351321.090596,-42
1658578969.6016,351321.0906003,-16
1658578969.6016,351321.0906069,0
1658578969.6016,351321.0906124,-28
1658578969.6016,351321.0906262,-26
1658578969.6016,351321.0906399,-7
1658578969.6016,351321.0906493,-40
1658578969.6016,351321.0906546,-61
1658578969.6016,351321.0906613,4
