Time,TimeLsl,Value
1658568305.59803,340655.9576224,-53
1658568305.59803,340655.957642,7
1658568305.59803,340655.9576524,-14
1658568305.59803,340655.9576601,14
1658568305.59803,340655.957667,34
1658568305.59803,340655.9576753,29
1658568305.59803,340655.9576866,41
1658568305.59803,340655.9577221,58
1658568305.59803,340655.9577478,65
1658568305.59803,340655.957761,77
1658568305.59803,340655.9577683,92
1658568305.59803,340655.9577739,102
1658568305.59803,340655.9577781,104
1658568305.59803,340655.957784,109
1658568305.59803,340655.9577882,121
1658568305.59803,340655.9577923,136
1658568305.59803,340655.9577964,153
1658568305.59803,340655.9578011,170
1658568305.59803,340655.9578052,175
1658568305.59803,340655.957809,177
1658568305.59803,340655.9578129,182
1658568305.59803,340655.9578166,192
1658568305.59803,340655.9578205,204
1658568305.59803,340655.9578249,211
1658568305.59803,340655.9578293,199
1658568305.59803,340655.9578333,172
1658568305.59803,340655.9578382,155
1658568305.59803,340655.9578422,145
1658568305.59803,340655.9578473,121
1658568305.59803,340655.957851,82
1658568305.59803,340655.9578549,48
1658568305.59803,340655.9578586,17
1658568305.59803,340655.9578621,-19
1658568305.59803,340655.9578654,-48
1658568305.59803,340655.9578692,-58
1658568305.59803,340655.957873,-46
1658568305.59803,340655.9578769,-34
1658568305.59803,340655.957881,-36
1658568305.59803,340655.957885,-34
1658568305.59803,340655.9578913,-21
1658568305.59803,340655.9578952,-17
1658568305.59803,340655.957899,-7
1658568305.59803,340655.9579029,7
1658568305.59803,340655.9579069,9
1658568305.59803,340655.9579116,2
1658568305.59803,340655.9579154,2
1658568305.59803,340655.9579194,9
1658568305.59803,340655.9579233,9
1658568305.59803,340655.9579271,14
1658568305.59803,340655.957933,21
1658568305.72118,340655.9579375,17
1658568305.72118,340655.9579406,9
1658568305.72118,340655.9579441,9
1658568305.72118,340655.9579479,12
1658568305.72118,340655.9579517,17
1658568305.72118,340655.9579551,21
1658568305.72118,340655.9579589,19
1658568305.72118,340655.9579629,14
1658568305.72118,340655.9579668,21
1658568305.72118,340655.9579704,38
1658568305.72118,340655.9579742,43
1658568305.72118,340655.9579804,48
1658568305.72118,340655.9579866,75
1658568305.72118,340655.9579915,109
1658568305.72118,340655.957997,124
1658568305.72118,340655.9580005,124
1658568305.72118,340655.9580042,124
1658568305.72118,340655.9580079,121
1658568305.72118,340655.9580126,109
1658568305.72118,340655.9580165,75
1658568305.72118,340655.9580234,38
1658568305.72118,340655.958027,29
1658568305.72118,340655.9580306,38
1658568305.72118,340656.5435225,38
1658568305.72118,340656.5435393,38
1658568305.72118,340656.5435438,51
1658568305.72118,340656.5435476,48
1658568305.72118,340656.5435513,46
1658568305.72118,340656.5435549,143
1658568305.72118,340656.5435587,411
1658568305.72118,340656.5435633,771
1658568305.72118,340656.5435673,929
1658568305.72118,340656.5435713,603
1658568305.72118,340656.5435748,-17
1658568305.72118,340656.5435785,-330
1658568305.72118,340656.5435828,-199
1658568305.72118,340656.543587,-29
1658568305.72118,340656.5435906,-12
1658568305.72118,340656.5435941,-21
1658568305.72118,340656.5435976,-9
1658568305.72118,340656.5436027,-2
1658568305.72118,340656.5436067,7
1658568305.72118,340656.5436102,19
1658568305.72118,340656.5436152,34
1658568305.72118,340656.543619,46
1658568305.72118,340656.5436223,51
1658568305.72118,340656.5436256,58
1658568305.72118,340656.5436295,72
1658568305.72118,340656.5436341,85
1658568305.72118,340656.5436376,97
1658568305.79019,340656.5436409,111
1658568305.79019,340656.5436442,124
1658568305.79019,340656.5436477,136
1658568305.79019,340656.5436512,148
1658568305.79019,340656.5436547,163
1658568305.79019,340656.54366,180
1658568305.79019,340656.5436636,194
1658568305.79019,340656.5436686,204
1658568305.79019,340656.5436722,211
1658568305.79019,340656.5436772,211
1658568305.79019,340656.5436807,204
1658568305.79019,340656.5436858,199
1658568305.79019,340656.5436894,189
1658568305.79019,340656.5436929,167
1658568305.79019,340656.5436984,133
1658568305.79019,340656.5437019,97
1658568305.79019,340656.5437082,48
1658568305.79019,340656.5437118,2
1658568305.79019,340656.5437167,-21
1658568305.79019,340656.5437203,-34
1658568305.79019,340656.5437259,-48
1658568305.79019,340656.54373,-51
1658568305.79019,340656.5437351,-36
1658568305.79019,340656.5437389,-29
1658568305.79019,340656.5437438,-29
1658568305.79019,340656.5437483,-19
1658568305.79019,340656.5437532,-7
1658568305.79019,340656.5437567,-2
1658568305.79019,340656.5437618,-2
1658568305.79019,340656.5437654,2
1658568305.79019,340656.5437688,9
1658568305.79019,340656.5437723,14
1658568305.79019,340656.5437758,14
1658568305.79019,340656.5437793,12
1658568305.79019,340656.5437844,12
1658568305.79019,340656.5437878,9
1658568305.79019,340656.5437913,14
1658568305.79019,340656.5437948,26
1658568305.79019,340656.5437983,24
1658568305.79019,340656.5438018,24
1658568305.79019,340656.5438052,19
1658568305.79019,340656.5438086,19
1658568305.79019,340656.543812,29
1658568305.79019,340656.5438174,36
1658568305.79019,340656.5438219,38
1658568305.79019,340656.5438268,41
1658568305.79019,340657.0790875,41
1658568305.79019,340657.0791052,48
1658568305.79019,340657.079113,58
1658568305.79019,340657.0791171,72
1658568305.82011,340657.079123,107
1658568305.82011,340657.0791297,133
1658568305.82011,340657.0791349,136
1658568305.82011,340657.079139,128
1658568305.82011,340657.0791422,124
1658568305.82011,340657.0791464,114
1658568305.82011,340657.0791521,97
1658568305.82011,340657.0791562,60
1658568305.82011,340657.0791607,21
1658568305.82011,340657.0791654,12
1658568305.82011,340657.0791727,21
1658568305.82011,340657.0791787,24
1658568305.82011,340657.0791854,29
1658568305.82011,340657.0791911,34
1658568305.82011,340657.0792055,21
1658568305.82011,340657.0792165,58
