Time,TimeLsl,Value
1658577719.46899,350070.0219896,157
1658577719.46899,350070.0220115,106
1658577719.46899,350070.022017,56
1658577719.46899,350070.0220215,25
1658577719.46899,350070.0220259,4
1658577719.46899,350070.0220303,-14
1658577719.46899,350070.0220348,-18
1658577719.46899,350070.0220392,-18
1658577719.46899,350070.0220463,-21
1658577719.46899,350070.0220541,-28
1658577719.46899,350070.0220604,-28
1658577719.46899,350070.0220661,-21
1658577719.46899,350070.022072,-16
1658577719.46899,350070.0220788,-9
1658577719.46899,350070.0220865,-4
1658577719.46899,350070.0220925,-11
1658577719.46899,350070.0220969,-16
1658577719.46899,350070.0221012,-9
1658577719.46899,350070.0221085,0
1658577719.46899,350070.0221118,2
1658577719.46899,350070.0221177,11
1658577719.46899,350070.0221212,14
1658577719.46899,350070.0221271,0
1658577719.46899,350070.0221303,-4
1658577719.46899,350070.0221358,2
1658577719.46899,350070.022139,7
1658577719.46899,350070.0221444,7
1658577719.46899,350070.0221475,11
1658577719.46899,350070.0221507,11
1658577719.46899,350070.0221577,4
1658577719.46899,350070.0221613,7
1658577719.46899,350070.0221645,16
1658577719.46899,350070.0221755,16
1658577719.46899,350070.0221811,16
1658577719.46899,350070.0221897,16
1658577719.46899,350070.0221949,11
1658577719.46899,350070.0221995,9
1658577719.46899,350070.0222052,14
1658577719.46899,350070.0222105,11
1658577719.46899,350070.0222149,0
1658577719.46899,350070.0222224,-11
1658577719.46899,350070.0222268,-14
1658577719.46899,350070.0222849,-9
1658577719.46899,350070.0222947,11
1658577719.46899,350070.0222993,35
1658577719.46899,350070.022307,40
1658577719.46899,350070.0223132,28
1658577719.46899,350070.0223186,21
1658577719.46899,350070.0223251,9
1658577719.46899,350070.0223283,2
1658577719.57538,350070.0223342,11
1658577719.57538,350070.0223374,23
1658577719.57538,350070.0223432,23
1658577719.57538,350070.0223463,18
1658577719.57538,350070.0223519,21
1658577719.57538,350070.022355,28
1658577719.57538,350070.0223579,35
1658577719.57538,350070.0223609,37
1658577719.57538,350070.0223639,47
1658577719.57538,350070.0223667,98
1658577719.57538,350070.0223701,235
1658577719.57538,350070.022373,461
1658577719.57538,350070.0223759,664
1658577719.57538,350070.0223788,556
1658577719.57538,350070.0223816,49
1658577719.57538,350070.0223845,-259
1658577719.57538,350070.0223875,-11
1658577719.57538,350070.0223904,139
1658577719.57538,350070.0223933,4
1658577719.57538,350070.0223962,9
1658577719.57538,350070.0223992,84
1658577719.57538,350070.0224021,56
1658577719.57538,350070.0224051,42
1658577719.57538,350070.6015137,75
1658577719.57538,350070.6015342,77
1658577719.57538,350070.6015396,73
1658577719.57538,350070.6015438,89
1658577719.57538,350070.6015503,96
1658577719.57538,350070.6015547,91
1658577719.57538,350070.6015587,89
1658577719.57538,350070.6015626,91
1658577719.57538,350070.6015664,101
1658577719.57538,350070.6015703,113
1658577719.57538,350070.6015742,124
1658577719.57538,350070.6015781,139
1658577719.57538,350070.6015821,146
1658577719.57538,350070.6015863,150
1658577719.57538,350070.6015925,169
