Time,TimeLsl,Value
1658564570.97549,336921.6428949,99
1658564570.97549,336921.6429135,121
1658564570.97549,336921.642918,138
1658564570.97549,336921.6429233,138
1658564570.97549,336921.6429289,158
1658564570.97549,336921.6429323,182
1658564570.97549,336921.6429373,182
1658564570.97549,336921.6429432,187
1658564570.97549,336921.6429463,211
1658564570.97549,336921.6429493,223
1658564570.97549,336921.6429538,221
1658564570.97549,336921.6429605,245
1658564570.97549,336921.6429698,274
1658564570.97549,336921.6429834,282
1658564570.97549,336921.6429945,277
1658564570.97549,336921.6429985,267
1658564570.97549,336921.6430015,243
1658564570.97549,336921.6430048,206
1658564570.97549,336921.6430159,163
1658564570.97549,336921.6430316,111
1658564570.97549,336921.6430422,53
1658564570.97549,336921.6430496,4
1658564570.97549,336921.6430574,-29
1658564570.97549,336921.643065,-65
1658564570.97549,336921.643074,-92
1658564570.97549,336921.6430813,-102
1658564570.97549,336921.6430904,-107
1658564570.97549,336921.6430956,-109
1658564570.97549,336921.6431036,-99
1658564570.97549,336921.6431116,-77
1658564570.97549,336921.6431213,-68
1658564570.97549,336921.6431287,-82
1658564570.97549,336921.6431376,-75
1658564570.97549,336921.6431438,-41
1658564570.97549,336921.6431519,-29
1658564570.97549,336921.6431593,-41
1658564570.97549,336921.6431673,-48
1658564570.97549,336921.6431733,-38
1658564570.97549,336921.6431872,-31
1658564570.97549,336921.6432004,-29
1658564570.97549,336921.643206,-7
1658564570.97549,336921.6432085,9
1658564570.97549,336921.6432114,0
1658564570.97549,336921.6432197,-4
1658564570.97549,336921.6432304,0
1658564570.97549,336921.6432338,2
1658564570.97549,336921.6432378,7
1658564570.97549,336921.6432406,0
1658564570.97549,336921.6432513,-2
1658564570.97549,336921.6432589,17
1658564571.14404,336921.6432614,53
1658564571.14404,336921.6432636,75
1658564571.14404,336921.6432689,77
1658564571.14404,336921.6432801,75
1658564571.14404,336921.6432913,58
1658564571.14404,336921.6433042,41
1658564571.14404,336921.6433155,34
1658564571.14404,336921.6433203,26
1658564571.14404,336921.6433296,34
1658564571.14404,336921.6433407,43
1658564571.14404,336921.6433478,38
1658564571.14404,336921.6433528,41
1658564571.14404,336921.64336,46
1658564571.14404,336921.6433678,-21
1658564571.14404,336921.643376,-165
1658564571.14404,336921.6433841,-77
1658564571.14404,336921.6433921,491
1658564571.14404,336921.6433986,1153
1658564571.14404,336921.6434065,1221
1658564571.14404,336921.6434128,510
1658564571.14404,336921.6434207,-240
1658564571.14404,336921.6434267,-262
1658564571.14404,336921.6434344,75
1658564571.14404,336922.2284454,104
1658564571.14404,336922.2284651,0
1658564571.14404,336922.2284734,38
1658564571.14404,336922.2284817,82
1658564571.14404,336922.2284884,63
1658564571.14404,336922.228494,72
