Time,TimeLsl,Value
1657190319.76865,1943487.2973296,9
1657190319.76865,1943487.2973509,33
1657190319.76865,1943487.2973777,47
1657190319.76865,1943487.2973958,16
1657190319.76865,1943487.2974038,-30
1657190319.76865,1943487.2974083,-30
1657190319.76865,1943487.2974125,-4
1657190319.76865,1943487.2974164,-4
1657190319.76865,1943487.2974204,-21
1657190319.76865,1943487.2974245,-30
1657190319.76865,1943487.2974289,-30
1657190319.76865,1943487.2974359,16
1657190319.76865,1943487.2974402,154
1657190319.76865,1943487.2974471,383
1657190319.76865,1943487.2974544,580
1657190319.76865,1943487.2974791,521
1657190319.76865,1943487.2974866,30
1657190319.76865,1943487.2974903,-533
1657190319.76865,1943487.2974938,-461
1657190319.76865,1943487.2974971,-30
1657190319.76865,1943487.2975006,9
1657190319.76865,1943487.2975041,-85
1657190319.76865,1943487.2975082,14
1657190319.76865,1943487.2975151,26
1657190319.76865,1943487.2975263,-45
1657190319.76865,1943487.2975414,4
1657190319.76865,1943487.2975545,71
1657190319.76865,1943487.2975678,52
1657190319.76865,1943487.29758,42
1657190319.76865,1943487.2975989,64
1657190319.76865,1943487.2976126,73
1657190319.76865,1943487.2976183,90
1657190319.76865,1943487.2976259,104
1657190319.76865,1943487.2976379,107
1657190319.76865,1943487.297647,121
1657190319.76865,1943487.2976495,130
1657190319.76865,1943487.297652,145
1657190319.76865,1943487.2976609,180
1657190319.76865,1943487.2976751,188
1657190319.76865,1943487.2976844,164
1657190319.76865,1943487.2976896,164
1657190319.76865,1943487.2976969,178
1657190319.76865,1943487.2977008,176
1657190319.76865,1943487.2977135,183
1657190319.76865,1943487.2977277,176
1657190319.76865,1943487.297741,135
1657190319.76865,1943487.2977545,92
1657190319.76865,1943487.2977682,59
1657190319.76865,1943487.2977816,30
1657190319.76865,1943487.2977947,11
1657190319.85074,1943487.2978081,-9
1657190319.85074,1943487.2978214,-26
1657190319.85074,1943487.297834,-19
1657190319.85074,1943487.2978454,-14
1657190319.85074,1943487.297849,-19
1657190319.85074,1943487.2978516,-11
1657190319.85074,1943487.2978593,-11
1657190319.85074,1943487.2978744,-9
1657190319.85074,1943487.2978878,11
1657190319.85074,1943487.2979004,26
1657190319.85074,1943487.2979098,2
1657190319.85074,1943487.2979164,-14
1657190319.85074,1943487.2979253,9
1657190319.85074,1943487.2979316,28
1657190319.85074,1943487.2979419,14
1657190319.85074,1943487.2979487,-2
1657190319.85074,1943487.297955,19
1657190319.85074,1943487.2979782,33
1657190319.85074,1943487.2979922,2
