Time,TimeLsl,Value
1660235853.06871,1555218.0573917,57
1660235853.06871,1555218.0574147,48
1660235853.06871,1555218.0574306,32
1660235853.06871,1555218.057444,18
1660235853.06871,1555218.0574554,127
1660235853.06871,1555218.0574637,475
1660235853.06871,1555218.0574705,888
1660235853.06871,1555218.057479,971
1660235853.06871,1555218.0574887,484
1660235853.06871,1555218.0574966,-194
1660235853.06871,1555218.057502,-320
1660235853.06871,1555218.05751,-6
1660235853.06871,1555218.0575188,74
1660235853.06871,1555218.0575274,-34
1660235853.06871,1555218.0575339,-32
1660235853.06871,1555218.0575388,-4
1660235853.06871,1555218.0575466,-11
1660235853.06871,1555218.0575511,11
1660235853.06871,1555218.0575568,34
1660235853.06871,1555218.0575625,27
1660235853.06871,1555218.0575696,20
1660235853.06871,1555218.0575763,32
1660235853.06871,1555218.0575806,44
1660235853.06871,1555218.0575859,41
1660235853.06871,1555218.0575906,37
1660235853.06871,1555218.0575966,53
1660235853.06871,1555218.0576013,74
1660235853.06871,1555218.057606,76
1660235853.06871,1555218.057612,85
1660235853.06871,1555218.0576201,99
1660235853.06871,1555218.0576265,106
1660235853.06871,1555218.0576309,118
1660235853.06871,1555218.0576354,120
1660235853.06871,1555218.05764,102
1660235853.06871,1555218.0576456,85
1660235853.06871,1555218.05765,88
1660235853.06871,1555218.057656,81
1660235853.06871,1555218.0576604,44
1660235853.06871,1555218.0576649,16
1660235853.06871,1555218.0576711,20
1660235853.06871,1555218.0576756,25
1660235853.06871,1555218.0576798,9
1660235853.06871,1555218.0576839,0
1660235853.06871,1555218.0576879,2
1660235853.06871,1555218.0576917,11
1660235853.06871,1555218.0576954,30
1660235853.06871,1555218.0576993,34
1660235853.06871,1555218.057703,34
1660235853.06871,1555218.057707,46
1660235853.06871,1555218.0577119,55
1660235853.18942,1555218.0577182,57
1660235853.18942,1555218.0577232,57
1660235853.18942,1555218.0577293,64
1660235853.18942,1555218.0577352,76
1660235853.18942,1555218.0577416,71
1660235853.18942,1555218.0577494,69
1660235853.18942,1555218.0577554,81
1660235853.18942,1555218.0577621,88
1660235853.18942,1555218.0577677,85
1660235853.18942,1555218.057772,81
1660235853.18942,1555218.057777,81
1660235853.18942,1555218.057781,88
1660235853.18942,1555218.0577887,95
1660235853.18942,1555218.0577979,106
1660235853.18942,1555218.0578052,111
1660235853.18942,1555218.0578141,81
1660235853.18942,1555218.0578208,53
1660235853.18942,1555218.0578289,85
1660235853.18942,1555218.0578352,129
1660235853.18942,1555218.0578414,120
1660235853.18942,1555218.0578452,99
1660235853.18942,1555218.0578492,99
1660235853.18942,1555218.0578549,90
1660235853.18942,1555218.4972707,74
1660235853.18942,1555218.4972885,62
1660235853.18942,1555218.4972932,62
1660235853.18942,1555218.4972989,62
1660235853.18942,1555218.4973025,64
1660235853.18942,1555218.4973061,71
1660235853.18942,1555218.4973098,69
1660235853.18942,1555218.4973134,44
1660235853.18942,1555218.497317,69
1660235853.18942,1555218.4973207,299
1660235853.18942,1555218.4973243,707
1660235853.18942,1555218.4973278,988
1660235853.18942,1555218.4973314,781
1660235853.18942,1555218.4973349,104
1660235853.18942,1555218.4973386,-352
1660235853.18942,1555218.4973424,-166
1660235853.18942,1555218.497346,71
1660235853.18942,1555218.4973503,-9
1660235853.18942,1555218.497356,-69
1660235853.18942,1555218.4973598,0
1660235853.18942,1555218.4973634,13
1660235853.18942,1555218.4973672,2
1660235853.18942,1555218.4973713,23
1660235853.18942,1555218.4973751,18
1660235853.18942,1555218.4973787,0
1660235853.18942,1555218.4973824,9
1660235853.18942,1555218.4973861,27
1660235853.23738,1555218.4973899,37
1660235853.23738,1555218.4973975,51
1660235853.23738,1555218.4974041,67
1660235853.23738,1555218.4974087,83
1660235853.23738,1555218.4974144,102
1660235853.23738,1555218.4974174,118
1660235853.23738,1555218.4974201,125
1660235853.23738,1555218.4974228,132
1660235853.23738,1555218.4974256,136
1660235853.23738,1555218.4974283,139
1660235853.23738,1555218.497431,136
1660235853.23738,1555218.4974338,122
1660235853.23738,1555218.4974366,111
1660235853.23738,1555218.4974395,113
1660235853.23738,1555218.4974422,90
1660235853.23738,1555218.4974449,46
1660235853.23738,1555218.4974478,23
1660235853.23738,1555218.4974506,20
1660235853.23738,1555218.4974534,11
1660235853.23738,1555218.4974562,9
1660235853.23738,1555218.4974589,9
1660235853.23738,1555218.4974617,6
1660235853.23738,1555218.4974646,18
1660235853.23738,1555218.4974674,37
1660235853.23738,1555218.4974703,41
1660235853.23738,1555218.4974731,44
1660235853.23738,1555218.4974758,48
1660235853.23738,1555218.4974791,48
1660235853.23738,1555218.4974837,60
1660235853.23738,1555218.4974864,78
1660235853.23738,1555218.4974892,78
1660235853.23738,1555218.4974919,74
1660235853.23738,1555218.4974956,85
1660235853.23738,1555218.4974984,95
1660235853.23738,1555218.497501,90
1660235853.23738,1555218.4975038,83
1660235853.23738,1555218.4975066,81
1660235853.23738,1555218.4975094,78
1660235853.23738,1555218.4975123,78
1660235853.23738,1555218.4975168,95
1660235853.23738,1555218.4975208,113
1660235853.23738,1555218.4975245,102
1660235853.23738,1555218.497528,76
1660235853.23738,1555218.4975334,64
1660235853.23738,1555218.4975392,62
1660235853.23738,1555218.4975439,71
1660235853.23738,1555219.0328332,81
1660235853.23738,1555219.032854,74
1660235853.23738,1555219.0328631,57
1660235853.23738,1555219.0328678,51
1660235853.25579,1555219.0328721,44
1660235853.25579,1555219.032876,39
1660235853.25579,1555219.0328794,32
1660235853.25579,1555219.0328833,20
1660235853.25579,1555219.0328885,9
1660235853.25579,1555219.0328925,-2
1660235853.25579,1555219.0328956,-18
1660235853.25579,1555219.0328989,-46
1660235853.25579,1555219.0329026,-34
1660235853.25579,1555219.0329067,169
1660235853.25579,1555219.0329124,593
1660235853.25579,1555219.0329162,941
1660235853.25579,1555219.0329225,809
1660235853.25579,1555219.0329279,134
1660235853.25579,1555219.0329353,-389
