Time,TimeLsl,Value
1660035930.14551,1355292.6155077,69
1660035930.14551,1355292.6155255,62
1660035930.14551,1355292.615534,57
1660035930.14551,1355292.6155403,60
1660035930.14551,1355292.6155465,64
1660035930.14551,1355292.6155508,62
1660035930.14551,1355292.6155566,53
1660035930.14551,1355292.6155656,37
1660035930.14551,1355292.6155747,11
1660035930.14551,1355292.6155836,-2
1660035930.14551,1355292.615592,11
1660035930.14551,1355292.6156026,23
1660035930.14551,1355292.6156071,18
1660035930.14551,1355292.6156092,2
1660035930.14551,1355292.6156112,-20
1660035930.14551,1355292.6156134,-25
1660035930.14551,1355292.6156162,-11
1660035930.14551,1355292.615627,-4
1660035930.14551,1355292.6156345,-4
1660035930.14551,1355292.6156369,-13
1660035930.14551,1355292.6156394,-32
1660035930.14551,1355292.6156453,-44
1660035930.14551,1355292.6156565,-48
1660035930.14551,1355292.6156624,-46
1660035930.14551,1355292.6156646,-30
1660035930.14551,1355292.6156703,-25
1660035930.14551,1355292.6156814,-39
1660035930.14551,1355292.6156868,-41
1660035930.14551,1355292.615689,-32
1660035930.14551,1355292.6156913,-23
1660035930.14551,1355292.6157012,-18
1660035930.14551,1355292.6157106,-13
1660035930.14551,1355292.6157132,-13
1660035930.14551,1355292.6157157,-18
1660035930.14551,1355292.6157185,-4
1660035930.14551,1355292.6157293,74
1660035930.14551,1355292.6157369,224
1660035930.14551,1355292.6157398,387
1660035930.14551,1355292.615742,306
1660035930.14551,1355292.6157494,-227
1660035930.14551,1355292.6157602,-589
1660035930.14551,1355292.6157637,-264
1660035930.14551,1355292.6157666,53
1660035930.14551,1355292.6157702,-2
1660035930.14551,1355292.6157807,2
1660035930.14551,1355292.6157862,76
1660035930.14551,1355292.6157909,53
1660035930.14551,1355292.615793,51
1660035930.14551,1355292.615795,83
1660035930.14551,1355292.615797,74
1660035930.2622,1355292.6157991,55
1660035930.2622,1355292.6158013,62
1660035930.2622,1355292.6158073,71
1660035930.2622,1355292.6158168,69
1660035930.2622,1355292.6158219,74
1660035930.2622,1355292.6158262,83
1660035930.2622,1355292.6158311,95
1660035930.2622,1355292.6158358,102
1660035930.2622,1355292.6158425,104
1660035930.2622,1355292.615847,102
1660035930.2622,1355292.6158583,106
1660035930.2622,1355292.6158621,106
1660035930.2622,1355292.6158747,97
1660035930.2622,1355292.6158838,92
1660035930.2622,1355292.6158907,90
1660035930.2622,1355292.6158945,83
1660035930.2622,1355292.6159004,78
1660035930.2622,1355292.6159038,83
1660035930.2622,1355292.6159096,83
1660035930.2622,1355292.615913,76
1660035930.2622,1355292.6159163,71
1660035930.2622,1355292.6159218,67
1660035930.2622,1355292.6159264,60
1660035930.2622,1355293.1518419,62
1660035930.2622,1355293.1518604,69
1660035930.2622,1355293.1518656,67
1660035930.2622,1355293.15187,67
1660035930.2622,1355293.1518745,67
1660035930.2622,1355293.1518797,64
1660035930.2622,1355293.1518862,64
1660035930.2622,1355293.1518919,55
1660035930.2622,1355293.1518966,48
1660035930.2622,1355293.1519032,48
1660035930.2622,1355293.1519087,30
1660035930.2622,1355293.1519133,0
1660035930.2622,1355293.1519171,-2
1660035930.2622,1355293.15192,2
1660035930.2622,1355293.151923,-2
1660035930.2622,1355293.1519272,-2
1660035930.2622,1355293.1519327,-9
1660035930.2622,1355293.1519384,-32
1660035930.2622,1355293.1519435,-44
1660035930.2622,1355293.1519477,-39
1660035930.2622,1355293.151954,-44
1660035930.2622,1355293.151961,-39
1660035930.2622,1355293.1519674,-25
1660035930.2622,1355293.1519721,-32
1660035930.2622,1355293.1519776,-41
1660035930.2622,1355293.1519815,-34
1660035930.2622,1355293.1519864,-25
1660035930.2981,1355293.1519916,-20
1660035930.2981,1355293.1519989,-13
1660035930.2981,1355293.1520074,-11
1660035930.2981,1355293.1520157,-9
1660035930.2981,1355293.1520224,-4
1660035930.2981,1355293.152031,6
1660035930.2981,1355293.1520391,62
1660035930.2981,1355293.1520476,208
1660035930.2981,1355293.1520537,385
1660035930.2981,1355293.1520588,345
1660035930.2981,1355293.1520676,-160
1660035930.2981,1355293.1520756,-589
1660035930.2981,1355293.1520827,-303
1660035930.2981,1355293.1520872,67
1660035930.2981,1355293.1520948,30
1660035930.2981,1355293.1521032,6
1660035930.2981,1355293.1521112,74
1660035930.2981,1355293.152117,51
1660035930.2981,1355293.1521222,30
1660035930.2981,1355293.1521311,69
1660035930.2981,1355293.1521387,85
1660035930.2981,1355293.1521457,83
1660035930.2981,1355293.15215,95
1660035930.2981,1355293.1521565,104
1660035930.2981,1355293.1521653,113
1660035930.2981,1355293.1521709,132
1660035930.2981,1355293.1521771,146
1660035930.2981,1355293.1521825,153
1660035930.2981,1355293.1521909,162
1660035930.2981,1355293.1521991,171
1660035930.2981,1355293.1522068,171
1660035930.2981,1355293.152213,169
1660035930.2981,1355293.1522209,166
1660035930.2981,1355293.1522294,164
1660035930.2981,1355293.1522375,153
1660035930.2981,1355293.1522435,143
1660035930.2981,1355293.1522513,148
1660035930.2981,1355293.1522597,155
1660035930.2981,1355293.1522682,153
1660035930.2981,1355293.1522743,146
1660035930.2981,1355293.1522796,141
1660035930.2981,1355293.1522886,134
1660035930.2981,1355293.1522963,129
1660035930.2981,1355293.1523025,136
1660035930.2981,1355293.1523078,139
1660035930.2981,1355293.1523163,136
1660035930.2981,1355293.7367686,132
1660035930.2981,1355293.7367848,132
1660035930.2981,1355293.736789,136
1660035930.2981,1355293.7367923,132
1660035930.32303,1355293.7367955,118
1660035930.32303,1355293.736799,106
1660035930.32303,1355293.7368048,97
1660035930.32303,1355293.7368097,76
1660035930.32303,1355293.7368136,60
1660035930.32303,1355293.7368177,62
1660035930.32303,1355293.736822,71
1660035930.32303,1355293.7368287,76
1660035930.32303,1355293.7368322,76
1660035930.32303,1355293.736838,55
1660035930.32303,1355293.7368441,32
1660035930.32303,1355293.7368484,37
1660035930.32303,1355293.7368565,46
1660035930.32303,1355293.7368636,32
1660035930.32303,1355293.7368662,27
1660035930.32303,1355293.7368684,37
1660035930.32303,1355293.7368706,39
1660035930.32303,1355293.7368727,41
1660035930.32303,1355293.7368756,46
1660035930.32303,1355293.7368864,44
1660035930.32303,1355293.736894,46
1660035930.32303,1355293.7368964,51
1660035930.32303,1355293.7368986,48
1660035930.32303,1355293.7369022,53
1660035930.32303,1355293.736913,62
1660035930.32303,1355293.7369203,67
1660035930.32303,1355293.7369228,71
1660035930.32303,1355293.7369254,92
1660035930.32303,1355293.7369277,183
1660035930.32303,1355293.7369299,347
1660035930.32303,1355293.7369335,487
1660035930.32303,1355293.7369475,262
1660035930.32303,1355293.7369534,-331
1660035930.32303,1355293.7369559,-489
1660035930.32303,1355293.7369581,-71
1660035930.32303,1355293.7369602,104
1660035930.32303,1355293.7369625,18
1660035930.32303,1355293.7369729,76
1660035930.32303,1355293.7369815,134
1660035930.32303,1355293.736984,99
1660035930.32303,1355293.7369863,104
1660035930.32303,1355293.7369885,129
1660035930.32303,1355293.7369907,127
1660035930.32303,1355293.7369929,134
1660035930.32303,1355293.7369952,155
1660035930.32303,1355293.7370048,162
1660035930.32303,1355293.7370137,164
1660035930.32303,1355293.7370164,176
1660035930.32303,1355293.7370185,187
1660035930.32303,1355293.7370207,194
1660035930.335,1355293.7370238,208
1660035930.335,1355293.7370364,211
1660035930.335,1355293.7370428,204
1660035930.335,1355293.737045,197
1660035930.335,1355293.7370471,187
1660035930.335,1355293.7370492,178
1660035930.335,1355293.7370515,176
1660035930.335,1355293.7370618,169
1660035930.335,1355293.7370705,164
1660035930.335,1355293.7370732,164
1660035930.335,1355293.7370754,160
1660035930.335,1355293.7370783,150
1660035930.335,1355293.7370889,143
1660035930.335,1355293.7370962,132
1660035930.335,1355293.7370985,122
1660035930.335,1355293.737101,122
1660035930.335,1355293.7371032,120
1660035930.335,1355293.7371085,115
1660035930.335,1355293.7371196,113
1660035930.335,1355294.272473,113
1660035930.335,1355294.2724894,120
1660035930.335,1355294.2724983,122
1660035930.7528,1355294.272509,115
1660035930.7528,1355294.272516,106
1660035930.7528,1355294.2725225,99
1660035930.7528,1355294.272535,99
1660035930.7528,1355294.2725414,106
1660035930.7528,1355294.2725451,106
1660035930.7528,1355294.2725487,97
1660035930.7528,1355294.2725539,81
1660035930.7528,1355294.2725583,62
1660035930.7528,1355294.2725629,60
1660035930.7528,1355294.2725679,64
1660035930.7528,1355294.2725729,62
1660035930.7528,1355294.27258,60
1660035930.7528,1355294.2725895,44
1660035930.7528,1355294.2725957,13
1660035930.7528,1355294.2725994,11
1660035930.7528,1355294.2726055,25
1660035930.7528,1355294.2726114,18
1660035930.7528,1355294.2726203,13
1660035930.7528,1355294.2726282,23
1660035930.7528,1355294.272632,20
1660035930.7528,1355294.2726387,11
1660035930.7528,1355294.2726459,20
1660035930.7528,1355294.2726527,23
1660035930.7528,1355294.2726581,11
1660035930.7528,1355294.2726637,0
1660035930.7528,1355294.2726726,16
1660035930.7528,1355294.2726787,113
1660035930.7528,1355294.2726829,296
1660035930.7528,1355294.2726914,391
1660035930.7528,1355294.2726969,64
1660035930.7528,1355294.2727046,-468
1660035930.7528,1355294.2727122,-445
1660035930.7528,1355294.2727184,-46
1660035930.7528,1355294.272726,39
1660035930.7528,1355294.2727326,-16
1660035930.7528,1355294.2727459,48
1660035930.7528,1355294.2727527,78
1660035930.7528,1355294.2727613,53
1660035930.7528,1355294.2727677,64
1660035930.7528,1355294.2727751,81
1660035930.7528,1355294.2727814,85
1660035930.7528,1355294.2727891,102
1660035930.7528,1355294.2727979,118
1660035930.7528,1355294.2728055,122
1660035930.7528,1355294.2728142,125
1660035930.7528,1355294.2728225,136
1660035930.7528,1355294.2728275,160
1660035930.7528,1355294.2728348,169
1660035930.7528,1355294.2728402,166
1660035930.77024,1355294.2728452,164
1660035930.77024,1355294.272853,162
1660035930.77024,1355294.2728584,143
1660035930.77024,1355294.2728639,139
1660035930.77024,1355294.2728722,141
1660035930.77024,1355294.2728777,129
1660035930.77024,1355294.2728829,118
1660035930.77024,1355294.2728906,115
1660035930.77024,1355294.2728961,104
1660035930.77024,1355294.272901,90
1660035930.77024,1355294.2729085,90
1660035930.77024,1355294.2729139,95
1660035930.77024,1355294.2729201,90
1660035930.77024,1355294.2729308,85
1660035930.77024,1355294.2729423,85
1660035930.77024,1355294.2729501,85
1660035930.77024,1355294.2729545,83
1660035930.77024,1355294.2729604,90
1660035930.77024,1355294.2729663,90
1660035930.77024,1355294.2729723,78
1660035930.77024,1355294.8577178,78
1660035930.77024,1355294.8577381,83
1660035930.77024,1355294.8577438,67
1660035930.77024,1355294.8577491,57
1660035931.34603,1355294.8577525,64
1660035931.34603,1355294.8577556,67
1660035931.34603,1355294.8577587,53
1660035931.34603,1355294.8577618,25
1660035931.34603,1355294.857765,6
1660035931.34603,1355294.8577682,16
1660035931.34603,1355294.8577713,20
1660035931.34603,1355294.8577749,13
1660035931.34603,1355294.8577797,13
1660035931.34603,1355294.8577846,-2
1660035931.34603,1355294.8577882,-20
1660035931.34603,1355294.8577911,-11
1660035931.34603,1355294.8577949,-9
1660035931.34603,1355294.8577984,-32
1660035931.34603,1355294.8578021,-46
1660035931.34603,1355294.8578075,-37
1660035931.34603,1355294.8578114,-39
1660035931.34603,1355294.8578166,-60
1660035931.34603,1355294.8578231,-78
1660035931.34603,1355294.8578289,-71
1660035931.34603,1355294.8578347,-55
1660035931.34603,1355294.8578402,-6
1660035931.34603,1355294.8578458,127
1660035931.34603,1355294.8578514,303
1660035931.34603,1355294.8578577,322
1660035931.34603,1355294.8578638,-127
1660035931.34603,1355294.8578698,-637
1660035931.34603,1355294.8578756,-445
1660035931.34603,1355294.8578813,-34
1660035931.34603,1355294.8578871,-27
1660035931.34603,1355294.8578931,-69
1660035931.34603,1355294.8579028,18
1660035931.34603,1355294.8579091,25
1660035931.34603,1355294.8579153,2
1660035931.34603,1355294.8579218,25
1660035931.34603,1355294.8579276,39
1660035931.34603,1355294.8579318,46
1660035931.34603,1355294.8579355,64
