Time,TimeLsl,Value
1658829850.58563,149202.6609593,51
1658829850.58563,149202.6609743,65
1658829850.58563,149202.6609796,63
1658829850.58563,149202.660984,51
1658829850.58563,149202.6609896,47
1658829850.58563,149202.6609937,44
1658829850.58563,149202.6609979,47
1658829850.58563,149202.6610037,58
1658829850.58563,149202.661008,51
1658829850.58563,149202.6610122,-14
1658829850.58563,149202.6610166,-9
1658829850.58563,149202.6610206,254
1658829850.58563,149202.6610252,659
1658829850.58563,149202.6610323,949
1658829850.58563,149202.6610368,923
1658829850.58563,149202.6610427,355
1658829850.58563,149202.6610471,-245
1658829850.58563,149202.6610533,-127
1658829850.58563,149202.6610576,120
1658829850.58563,149202.6610637,-11
1658829850.58563,149202.6610679,-42
1658829850.58563,149202.6610735,70
1658829850.58563,149202.6610799,56
1658829850.58563,149202.6610838,18
1658829850.58563,149202.6610884,47
1658829850.58563,149202.6610925,70
1658829850.58563,149202.6610967,80
1658829850.58563,149202.6611029,91
1658829850.58563,149202.6611068,98
1658829850.58563,149202.661112,115
1658829850.58563,149202.6611181,148
1658829850.58563,149202.6611226,174
1658829850.58563,149202.6611285,202
1658829850.58563,149202.6611326,237
1658829850.58563,149202.6611388,263
1658829850.58563,149202.6611429,275
1658829850.58563,149202.6611494,294
1658829850.58563,149202.6611537,308
1658829850.58563,149202.6611615,280
1658829850.58563,149202.6611659,233
1658829850.58563,149202.6611697,212
1658829850.58563,149202.6611744,179
1658829850.58563,149202.6611812,89
1658829850.58563,149202.661186,-7
1658829850.58563,149202.6611919,-35
1658829850.58563,149202.6611964,-35
1658829850.58563,149202.6612023,-63
1658829850.58563,149202.661207,-84
1658829850.58563,149202.6612131,-75
1658829850.58563,149202.6612174,-70
1658829850.73984,149202.6612218,-70
1658829850.73984,149202.6612273,-63
1658829850.73984,149202.6612315,-56
1658829850.73984,149202.6612362,-47
1658829850.73984,149202.6612424,-35
1658829850.73984,149202.6612469,-23
1658829850.73984,149202.6612527,-16
1658829850.73984,149202.6612569,-9
1658829850.73984,149202.6612616,-2
1658829850.73984,149202.6612678,4
1658829850.73984,149202.6612724,11
1658829850.73984,149202.6612766,21
1658829850.73984,149202.6612835,28
1658829850.73984,149202.6612902,30
1658829850.73984,149202.6612948,35
1658829850.73984,149202.6613004,40
1658829850.73984,149202.6613046,35
1658829850.73984,149202.6613105,35
1658829850.73984,149202.661315,35
1658829850.73984,149202.6613203,21
1658829850.73984,149202.6613255,9
1658829850.73984,149202.6613299,14
1658829850.73984,149202.6613343,28
1658829850.73984,149203.2457906,35
1658829850.73984,149203.2458085,14
1658829850.73984,149203.2458142,2
1658829850.73984,149203.245818,42
1658829850.73984,149203.2458216,91
1658829850.73984,149203.2458252,103
1658829850.73984,149203.2458287,82
1658829850.73984,149203.2458344,40
1658829850.73984,149203.2458404,14
1658829850.73984,149203.2458466,25
1658829850.73984,149203.2458533,49
1658829850.73984,149203.2458596,54
1658829850.73984,149203.2458662,51
1658829850.73984,149203.2458752,47
1658829850.73984,149203.2458834,35
1658829850.73984,149203.2458893,9
