Time,TimeLsl,Value
1659943386.66726,1262747.8544103,41
1659943386.66726,1262747.8544292,19
1659943386.66726,1262747.85444,16
1659943386.66726,1262747.8544494,43
1659943386.66726,1262747.8544543,45
1659943386.66726,1262747.8544608,38
1659943386.66726,1262747.854465,45
1659943386.66726,1262747.8544719,60
1659943386.66726,1262747.8544775,65
1659943386.66726,1262747.8544849,79
1659943386.66726,1262747.8544897,99
1659943386.66726,1262747.8544962,106
1659943386.66726,1262747.8545008,106
1659943386.66726,1262747.8545074,120
1659943386.66726,1262747.8545121,142
1659943386.66726,1262747.8545216,154
1659943386.66726,1262747.854528,169
1659943386.66726,1262747.8545326,186
1659943386.66726,1262747.8545387,190
1659943386.66726,1262747.8545432,190
1659943386.66726,1262747.8545495,195
1659943386.66726,1262747.8545537,198
1659943386.66726,1262747.8545636,195
1659943386.66726,1262747.85457,181
1659943386.66726,1262747.8545776,147
1659943386.66726,1262747.8545842,103
1659943386.66726,1262747.8545882,72
1659943386.66726,1262747.8545945,62
1659943386.66726,1262747.8546007,55
1659943386.66726,1262747.8546044,41
1659943386.66726,1262747.8546099,21
1659943386.66726,1262747.8546143,12
1659943386.66726,1262747.8546177,16
1659943386.66726,1262747.8546216,16
1659943386.66726,1262747.8546282,19
1659943386.66726,1262747.8546335,31
1659943386.66726,1262747.8546409,36
1659943386.66726,1262747.8546484,19
1659943386.66726,1262747.8546541,0
1659943386.66726,1262747.8546574,12
1659943386.66726,1262747.8546629,33
1659943386.66726,1262747.8546661,24
1659943386.66726,1262747.8546693,14
1659943386.66726,1262747.8546741,24
1659943386.66726,1262747.8546799,26
1659943386.66726,1262747.8546838,14
1659943386.66726,1262747.8546909,12
1659943386.66726,1262747.8546958,26
1659943386.66726,1262747.8547011,36
1659943386.66726,1262747.8547054,31
1659943386.79792,1262747.854709,29
1659943386.79792,1262747.8547128,26
1659943386.79792,1262747.8547183,21
1659943386.79792,1262747.8547241,19
1659943386.79792,1262747.8547281,14
1659943386.79792,1262747.8547315,7
1659943386.79792,1262747.8547346,0
1659943386.79792,1262747.8547397,7
1659943386.79792,1262747.8547431,26
1659943386.79792,1262747.8547466,29
1659943386.79792,1262747.8547504,12
1659943386.79792,1262747.8547542,14
1659943386.79792,1262747.8547596,31
1659943386.79792,1262747.8547631,26
1659943386.79792,1262747.8547668,12
1659943386.79792,1262747.8547733,12
1659943386.79792,1262747.854777,24
1659943386.79792,1262747.8547804,38
1659943386.79792,1262747.854786,33
1659943386.79792,1262747.8547896,26
1659943386.79792,1262747.8547932,41
1659943386.79792,1262747.8547986,55
1659943386.79792,1262747.8548022,53
1659943386.79792,1262748.3418193,50
1659943386.79792,1262748.3418367,62
1659943386.79792,1262748.3418444,70
1659943386.79792,1262748.3418511,60
1659943386.79792,1262748.3418548,65
1659943386.79792,1262748.3418596,84
1659943386.79792,1262748.3418644,103
1659943386.79792,1262748.3418704,113
1659943386.79792,1262748.3418768,116
1659943386.79792,1262748.3418834,118
1659943386.79792,1262748.3418879,113
1659943386.79792,1262748.341895,99
1659943386.79792,1262748.3418988,91
1659943386.79792,1262748.3419025,96
1659943386.79792,1262748.3419319,99
1659943386.79792,1262748.3419385,79
1659943386.79792,1262748.3419425,55
1659943386.79792,1262748.3419462,60
1659943386.79792,1262748.34195,77
1659943386.79792,1262748.3419551,67
1659943386.79792,1262748.3419606,72
1659943386.79792,1262748.3419645,195
