Time,TimeLsl,Value
1657531715.43244,8779.517202,59
1657531715.43244,8779.5172229,50
1657531715.43244,8779.5172381,40
1657531715.43244,8779.5172682,38
1657531715.43244,8779.5172776,47
1657531715.43244,8779.5172836,57
1657531715.43244,8779.5173002,59
1657531715.43244,8779.5173098,73
1657531715.43244,8779.5173367,214
1657531715.43244,8779.5173481,641
1657531715.43244,8779.5173548,1127
1657531715.43244,8779.5173612,1006
1657531715.43244,8779.5173679,162
1657531715.43244,8779.517374,-469
1657531715.43244,8779.5173787,-269
1657531715.43244,8779.5173851,78
1657531715.43244,8779.5173896,23
1657531715.43244,8779.5173959,-47
1657531715.43244,8779.5174023,33
1657531715.43244,8779.5174076,40
1657531715.43244,8779.5174146,11
1657531715.43244,8779.5174199,38
1657531715.43244,8779.5174302,57
1657531715.43244,8779.5174347,54
1657531715.43244,8779.5174404,69
1657531715.43244,8779.5174486,81
1657531715.43244,8779.5174544,83
1657531715.43244,8779.5174584,88
1657531715.43244,8779.5174639,102
1657531715.43244,8779.517468,116
1657531715.43244,8779.5174736,123
1657531715.43244,8779.5174775,131
1657531715.43244,8779.5174846,140
1657531715.43244,8779.5174885,154
1657531715.43244,8779.5174935,171
1657531715.43244,8779.5174971,188
1657531715.43244,8779.517504,207
1657531715.43244,8779.5175078,224
1657531715.43244,8779.5175144,238
1657531715.43244,8779.517519,250
1657531715.43244,8779.5175247,267
1657531715.43244,8779.5175295,286
1657531715.43244,8779.5175357,298
1657531715.43244,8779.5175415,305
1657531715.43244,8779.5175479,302
1657531715.43244,8779.5175517,290
1657531715.43244,8779.5175569,276
1657531715.43244,8779.5175609,262
1657531715.43244,8779.5175667,228
1657531715.43244,8779.5175709,176
1657531715.64537,8779.5175765,114
1657531715.64537,8779.5175807,54
1657531715.64537,8779.5175865,11
1657531715.64537,8779.5175907,-11
1657531715.64537,8779.5176004,-26
1657531715.64537,8779.5176063,-33
1657531715.64537,8779.5176103,-38
1657531715.64537,8779.517622,-45
1657531715.64537,8779.5176283,-45
1657531715.64537,8779.5176321,-35
1657531715.64537,8779.5176376,-28
1657531715.64537,8779.5176417,-23
1657531715.64537,8779.5176455,-19
1657531715.64537,8779.5176503,-21
1657531715.64537,8779.5176542,-23
1657531715.64537,8779.5176583,-16
1657531715.64537,8779.5176639,-7
1657531715.64537,8779.5176688,-9
1657531715.64537,8779.5176775,-14
1657531715.64537,8779.5176935,-7
1657531715.64537,8779.5177085,-4
1657531715.64537,8779.5177232,-7
1657531715.64537,8779.5177372,0
1657531715.64537,8780.1981479,4
1657531715.64537,8780.1981668,7
1657531715.64537,8780.1981748,9
1657531715.64537,8780.198181,9
1657531715.64537,8780.1981875,-2
1657531715.64537,8780.1981927,-4
1657531715.64537,8780.1981973,7
1657531715.64537,8780.1982031,4
1657531715.64537,8780.1982096,-4
1657531715.64537,8780.1982152,-7
1657531715.64537,8780.1982216,-7
1657531715.64537,8780.1982287,-4
1657531715.64537,8780.1982358,0
1657531715.64537,8780.1982424,0
1657531715.64537,8780.1982518,0
1657531715.64537,8780.1982611,2
1657531715.64537,8780.1982688,-9
1657531715.64537,8780.1982763,-19
1657531715.64537,8780.1982834,-11
1657531715.64537,8780.1982913,-2
1657531715.64537,8780.1982991,-4
1657531715.64537,8780.1983025,-7
1657531715.64537,8780.1983147,-14
1657531715.64537,8780.1983263,-26
1657531715.64537,8780.1983398,-23
1657531715.64537,8780.1983514,-16
1657531715.64537,8780.1983565,-16
1657531715.70022,8780.1983628,-14
1657531715.70022,8780.198377,-7
1657531715.70022,8780.198388,-4
1657531715.70022,8780.198397,0
1657531715.70022,8780.1984028,4
1657531715.70022,8780.1984167,7
1657531715.70022,8780.1984293,11
1657531715.70022,8780.1984389,19
1657531715.70022,8780.1984428,21
1657531715.70022,8780.1984481,21
1657531715.70022,8780.1984533,19
1657531715.70022,8780.1984565,11
1657531715.70022,8780.1984614,7
1657531715.70022,8780.1984648,11
1657531715.70022,8780.1984681,28
1657531715.70022,8780.1984715,59
1657531715.70022,8780.1984763,92
1657531715.70022,8780.1984796,104
1657531715.70022,8780.1984834,83
1657531715.70022,8780.198487,59
1657531715.70022,8780.1984907,59
1657531715.70022,8780.1984945,61
1657531715.70022,8780.1984982,59
1657531715.70022,8780.198502,59
1657531715.70022,8780.1985057,64
1657531715.70022,8780.1985091,73
1657531715.70022,8780.1985126,76
1657531715.70022,8780.1985184,73
1657531715.70022,8780.1985217,85
1657531715.70022,8780.1985248,193
1657531715.70022,8780.198529,557
1657531715.70022,8780.1985346,1106
1657531715.70022,8780.1985383,1218
1657531715.70022,8780.1985421,503
1657531715.70022,8780.1985477,-293
1657531715.70022,8780.1985521,-298
1657531715.70022,8780.1985569,73
1657531715.70022,8780.1985622,85
1657531715.70022,8780.1985656,-28
1657531715.70022,8780.1985736,30
1657531715.70022,8780.1985818,54
1657531715.70022,8780.1985881,16
1657531715.70022,8780.1985964,33
1657531715.70022,8780.1986008,71
1657531715.70022,8780.1986045,78
1657531715.70022,8780.1986081,76
1657531715.70022,8780.6370033,81
1657531715.70022,8780.6370225,97
1657531715.70022,8780.6370286,107
1657531715.70022,8780.6370332,112
1657531715.72615,8780.6370824,123
1657531715.72615,8780.6370966,135
1657531715.72615,8780.6371032,143
1657531715.72615,8780.6372568,169
1657531715.72615,8780.6372663,195
1657531715.72615,8780.6372737,200
1657531715.72615,8780.6372791,214
1657531715.72615,8780.6372856,243
1657531715.72615,8780.6372912,245
1657531715.72615,8780.6372975,243
1657531715.72615,8780.6373036,271
1657531715.72615,8780.6373112,312
1657531715.72615,8780.6373199,340
1657531715.72615,8780.6373259,364
1657531715.72615,8780.6373312,379
1657531715.72615,8780.6373358,371
1657531715.72615,8780.6373419,352
1657531715.72615,8780.6373471,338
1657531715.72615,8780.637353,321
1657531715.72615,8780.6373568,283
1657531715.72615,8780.6373617,221
1657531715.72615,8780.6373683,145
1657531715.72615,8780.6373726,64
1657531715.72615,8780.6373779,4
1657531715.72615,8780.6373835,-19
1657531715.72615,8780.6373887,-33
