Time,TimeLsl,Value
1657718848.66155,195915.1223845,127
1657718848.66155,195915.1224,130
1657718848.66155,195915.1224047,130
1657718848.66155,195915.1224104,123
1657718848.66155,195915.1224146,125
1657718848.66155,195915.12242,127
1657718848.66155,195915.1224239,130
1657718848.66155,195915.1224293,127
1657718848.66155,195915.1224338,125
1657718848.66155,195915.122439,113
1657718848.66155,195915.1224428,96
1657718848.66155,195915.122448,101
1657718848.66155,195915.1224546,115
1657718848.66155,195915.1224897,108
1657718848.66155,195915.1224976,106
1657718848.66155,195915.1225014,118
1657718848.66155,195915.1225065,113
1657718848.66155,195915.1225097,86
1657718848.66155,195915.1225149,79
1657718848.66155,195915.1225182,84
1657718848.66155,195915.1225279,84
1657718848.66155,195915.1225331,86
1657718848.66155,195915.1225367,86
1657718848.66155,195915.1225402,69
1657718848.66155,195915.1225432,62
1657718848.66155,195915.1225464,69
1657718848.66155,195915.1225497,65
1657718848.66155,195915.122555,82
1657718848.66155,195915.1225585,110
1657718848.66155,195915.1225616,82
1657718848.66155,195915.1225647,45
1657718848.66155,195915.1225684,69
1657718848.66155,195915.1225721,89
1657718848.66155,195915.1225773,89
1657718848.66155,195915.1225809,108
1657718848.66155,195915.1225846,118
1657718848.66155,195915.1225892,96
1657718848.66155,195915.1225927,69
1657718848.66155,195915.1225989,79
1657718848.66155,195915.1226035,110
1657718848.66155,195915.1226083,113
1657718848.66155,195915.1226117,115
1657718848.66155,195915.1226149,130
1657718848.66155,195915.1226179,135
1657718848.66155,195915.1226208,152
1657718848.66155,195915.1226236,164
1657718848.66155,195915.1226266,137
1657718848.66155,195915.1226293,110
1657718848.66155,195915.1226321,118
1657718848.66155,195915.1226355,135
1657718848.78821,195915.1226411,154
1657718848.78821,195915.1226443,149
1657718848.78821,195915.1226474,106
1657718848.78821,195915.1226507,94
1657718848.78821,195915.122654,125
1657718848.78821,195915.1226571,193
1657718848.78821,195915.1226603,388
1657718848.78821,195915.1226634,687
1657718848.78821,195915.1226681,844
1657718848.78821,195915.1226737,567
1657718848.78821,195915.1226775,24
1657718848.78821,195915.1226816,-96
1657718848.78821,195915.1226851,149
1657718848.78821,195915.12269,171
1657718848.78821,195915.1226933,94
1657718848.78821,195915.1226982,166
1657718848.78821,195915.1227039,214
1657718848.78821,195915.12271,188
1657718848.78821,195915.1227137,197
1657718848.78821,195915.1227167,234
1657718848.78821,195915.1227196,236
1657718848.78821,195915.1227225,243
1657718848.78821,195915.1227255,275
1657718848.78821,195915.65923,267
1657718848.78821,195915.6592497,229
1657718848.78821,195915.6592584,221
1657718848.78821,195915.6592651,234
1657718848.78821,195915.6592719,258
1657718848.78821,195915.6592784,289
1657718848.78821,195915.6592822,291
1657718848.78821,195915.6592886,291
1657718848.78821,195915.6592949,304
1657718848.78821,195915.6592989,287
1657718848.78821,195915.6593037,260
1657718848.78821,195915.6593095,272
1657718848.78821,195915.6593127,291
1657718848.78821,195915.6593172,291
1657718848.78821,195915.6593217,296
1657718848.78821,195915.659327,296
1657718848.78821,195915.6593335,279
1657718848.78821,195915.6593394,270
1657718848.78821,195915.6593437,284
1657718848.78821,195915.6593487,284
1657718848.78821,195915.6593544,265
1657718848.78821,195915.6593617,253
1657718848.78821,195915.6593685,246
1657718848.78821,195915.6593727,234
1657718848.78821,195915.6593786,229
1657718848.78821,195915.6593828,229
1657718848.78821,195915.6593865,226
1657718848.83456,195915.6593903,236
1657718848.83456,195915.659396,255
1657718848.83456,195915.6594006,260
1657718848.83456,195915.6594069,250
1657718848.83456,195915.6594112,255
1657718848.83456,195915.6594193,270
1657718848.83456,195915.6594238,277
1657718848.83456,195915.6594298,289
1657718848.83456,195915.6594333,306
1657718848.83456,195915.6594367,311
1657718848.83456,195915.6594404,296
1657718848.83456,195915.659444,287
1657718848.83456,195915.6594482,301
1657718848.83456,195915.6594517,304
1657718848.83456,195915.6594554,270
1657718848.83456,195915.6594595,258
1657718848.83456,195915.6594681,270
1657718848.83456,195915.6594749,267
1657718848.83456,195915.6594787,253
1657718848.83456,195915.6594837,248
1657718848.83456,195915.6594871,265
1657718848.83456,195915.6594901,282
1657718848.83456,195915.6594932,255
1657718848.83456,195915.6594964,226
1657718848.83456,195915.6594997,243
1657718848.83456,195915.6595031,265
1657718848.83456,195915.6595065,270
1657718848.83456,195915.6595102,267
1657718848.83456,195915.6595173,267
1657718848.83456,195915.6595211,277
1657718848.83456,195915.6595265,284
1657718848.83456,195915.6595298,277
1657718848.83456,195915.6595343,279
1657718848.83456,195915.6595401,291
1657718848.83456,195915.6595465,301
1657718848.83456,195915.6595558,306
1657718848.83456,195915.6595692,304
1657718848.83456,195915.659578,287
1657718848.83456,195915.6595863,284
1657718848.83456,195915.6595924,296
1657718848.83456,195915.6595965,296
1657718848.83456,195915.6596034,296
1657718848.83456,195915.6596114,306
