Time,TimeLsl,Value
1657526879.46572,3943.5532518,57
1657526879.46572,3943.55327,-19
1657526879.46572,3943.5532809,-21
1657526879.46572,3943.5532898,23
1657526879.46572,3943.5532955,0
1657526879.46572,3943.5533039,-21
1657526879.46572,3943.5533111,-4
1657526879.46572,3943.5533174,7
1657526879.46572,3943.5533216,7
1657526879.46572,3943.5533293,14
1657526879.46572,3943.5533367,26
1657526879.46572,3943.5533411,26
1657526879.46572,3943.5533483,19
1657526879.46572,3943.5533542,19
1657526879.46572,3943.5533629,35
1657526879.46572,3943.5533718,55
1657526879.46572,3943.5533807,69
1657526879.46572,3943.5533897,83
1657526879.46572,3943.553397,98
1657526879.46572,3943.553405,110
1657526879.46572,3943.5534109,124
1657526879.46572,3943.553425,134
1657526879.46572,3943.5534382,139
1657526879.46572,3943.5534513,141
1657526879.46572,3943.5534607,136
1657526879.46572,3943.553468,134
1657526879.46572,3943.5534732,136
1657526879.46572,3943.5534837,129
1657526879.46572,3943.553495,112
1657526879.46572,3943.5535034,103
1657526879.46572,3943.5535166,95
1657526879.46572,3943.553524,81
1657526879.46572,3943.5535332,62
1657526879.46572,3943.5535401,47
1657526879.46572,3943.553547,33
1657526879.46572,3943.5535545,23
1657526879.46572,3943.5535637,26
1657526879.46572,3943.5535707,38
1657526879.46572,3943.5535831,43
1657526879.46572,3943.5535968,43
1657526879.46572,3943.5536089,47
1657526879.46572,3943.5536188,59
1657526879.46572,3943.5536283,67
1657526879.46572,3943.5536337,69
1657526879.46572,3943.553644,79
1657526879.46572,3943.553653,86
1657526879.46572,3943.5536615,79
1657526879.46572,3943.5536661,79
1657526879.46572,3943.5536735,79
1657526879.46572,3943.553681,74
1657526879.58341,3943.55369,76
1657526879.58341,3943.5536965,79
1657526879.58341,3943.5537052,71
1657526879.58341,3943.5537104,74
1657526879.58341,3943.553744,81
1657526879.58341,3943.5537518,76
1657526879.58341,3943.5537559,71
1657526879.58341,3943.553766,74
1657526879.58341,3943.5537756,64
1657526879.58341,3943.5537849,57
1657526879.58341,3943.5537907,62
1657526879.58341,3943.5537998,67
1657526879.58341,3943.5538063,62
1657526879.58341,3943.5538122,57
1657526879.58341,3943.5538154,45
1657526879.58341,3943.5538184,31
1657526879.58341,3943.5538212,38
1657526879.58341,3943.5538241,74
1657526879.58341,3943.5538271,103
1657526879.58341,3943.55383,107
1657526879.58341,3943.553833,91
1657526879.58341,3943.5538358,79
1657526879.58341,3943.5538387,76
1657526879.58341,3944.1384505,71
1657526879.58341,3944.1384702,57
1657526879.58341,3944.1384774,47
1657526879.58341,3944.1384837,52
1657526879.58341,3944.1384902,55
1657526879.58341,3944.1384964,57
1657526879.58341,3944.1385028,64
1657526879.58341,3944.1385096,67
1657526879.58341,3944.1385163,40
1657526879.58341,3944.1385231,-19
1657526879.58341,3944.1385297,4
1657526879.58341,3944.1385359,246
1657526879.58341,3944.1385423,632
1657526879.58341,3944.1385485,970
1657526879.58341,3944.1385551,963
1657526879.58341,3944.1385628,438
1657526879.58341,3944.1385691,-98
1657526879.58341,3944.1385764,-122
1657526879.58341,3944.1385801,31
1657526879.58341,3944.138584,-11
1657526879.58341,3944.1385889,-64
1657526879.58341,3944.1385964,-23
1657526879.58341,3944.1386034,-11
1657526879.58341,3944.1386096,-26
1657526879.58341,3944.1386139,-9
1657526879.58341,3944.1386181,0
1657526879.58341,3944.138625,-7
1657526879.6243,3944.138629,-7
1657526879.6243,3944.1386361,4
1657526879.6243,3944.1386431,16
1657526879.6243,3944.1386471,23
1657526879.6243,3944.1386509,35
1657526879.6243,3944.1386555,55
1657526879.6243,3944.1386631,67
1657526879.6243,3944.1386671,71
1657526879.6243,3944.1386736,83
1657526879.6243,3944.1386792,98
1657526879.6243,3944.1386846,117
1657526879.6243,3944.1386975,134
1657526879.6243,3944.1387072,143
1657526879.6243,3944.1387625,146
1657526879.6243,3944.1387765,141
1657526879.6243,3944.13879,141
1657526879.6243,3944.138802,143
1657526879.6243,3944.1388124,141
1657526879.6243,3944.1388215,141
1657526879.6243,3944.1388305,139
1657526879.6243,3944.1388419,134
1657526879.6243,3944.138851,122
1657526879.6243,3944.1388609,107
1657526879.6243,3944.1388718,93
1657526879.6243,3944.1388796,79
1657526879.6243,3944.138891,71
1657526879.6243,3944.1389016,69
1657526879.6243,3944.1389099,67
1657526879.6243,3944.138921,69
1657526879.6243,3944.1389295,76
1657526879.6243,3944.1389393,81
1657526879.6243,3944.1389508,83
1657526879.6243,3944.1389581,88
1657526879.6243,3944.1389694,98
1657526879.6243,3944.1389805,103
1657526879.6243,3944.138991,103
1657526879.6243,3944.1389998,105
1657526879.6243,3944.1390085,105
1657526879.6243,3944.1390183,103
1657526879.6243,3944.1390291,98
1657526879.6243,3944.1390368,103
1657526879.6243,3944.1390482,115
1657526879.6243,3944.1390583,115
1657526879.6243,3944.1390666,103
1657526879.6243,3944.1390779,95
1657526879.6243,3944.1390863,95
1657526879.6243,3944.6740461,93
1657526879.6243,3944.6740631,100
1657526879.6243,3944.6740715,107
1657526879.6243,3944.6740784,93
1657526879.65521,3944.6740841,79
1657526879.65521,3944.6740876,83
1657526879.65521,3944.6740929,81
1657526879.65521,3944.6740992,74
1657526879.65521,3944.6741058,69
1657526879.65521,3944.6741107,67
1657526879.65521,3944.6741174,59
1657526879.65521,3944.674123,45
1657526879.65521,3944.6741317,23
1657526879.65521,3944.6741405,31
1657526879.65521,3944.6741491,69
1657526879.65521,3944.6741561,103
1657526879.65521,3944.6741645,100
1657526879.65521,3944.6741729,71
1657526879.65521,3944.6741811,50
1657526879.65521,3944.6741945,33
1657526879.65521,3944.6742079,16
1657526879.65521,3944.6742209,9
1657526879.65521,3944.6742342,16
1657526879.65521,3944.6742473,19
1657526879.65521,3944.6742605,16
1657526879.65521,3944.6742743,21
1657526879.65521,3944.6742874,35
1657526879.65521,3944.6743003,38
1657526879.65521,3944.6743135,11
1657526879.65521,3944.6743268,-11
1657526879.65521,3944.6743398,81
1657526879.65521,3944.6743567,378
1657526879.65521,3944.6743705,764
1657526879.65521,3944.6743839,1008
1657526879.65521,3944.6743983,829
1657526879.65521,3944.6744114,246
1657526879.65521,3944.6744247,-124
1657526879.65521,3944.6744411,-33
1657526879.65521,3944.6744513,64
1657526879.65521,3944.6744606,0
1657526879.65521,3944.6744685,-11
1657526879.65521,3944.6744757,19
1657526879.65521,3944.6744801,9
1657526879.65521,3944.6744861,2
1657526879.65521,3944.6744901,14
1657526879.65521,3944.6744971,23
1657526879.65521,3944.6745048,33
1657526879.65521,3944.6745119,45
1657526879.65521,3944.6745152,52
1657526879.65521,3944.6745223,59
1657526879.65521,3944.6745282,69
1657526879.65521,3944.674543,74
1657526879.65521,3944.6745559,81
1657526879.65521,3944.6745707,98
1657526879.66618,3944.6745797,117
1657526879.66618,3944.6745851,129
1657526879.66618,3944.6746004,131
1657526879.66618,3944.6746144,146
1657526879.66618,3944.6746289,162
1657526879.66618,3944.6746422,170
1657526879.66618,3944.6746556,174
1657526879.66618,3944.67467,170
1657526879.66618,3944.6746805,155
1657526879.66618,3944.674686,158
1657526879.66618,3944.6746966,165
1657526879.66618,3944.6747082,158
1657526879.66618,3944.6747584,150
1657526879.66618,3944.6747727,155
1657526879.66618,3944.6747835,148
1657526879.66618,3944.6747899,124
1657526879.66618,3944.6748038,115
1657526879.66618,3944.6748183,117
1657526879.66618,3944.6748327,112
1657526879.66618,3945.2597867,98
1657526879.66618,3945.2598046,93
1657526879.66618,3945.2598136,91
1657526880.14187,3945.25982,86
1657526880.14187,3945.259824,86
1657526880.14187,3945.2598277,98
1657526880.14187,3945.2598315,107
1657526880.14187,3945.2598355,107
1657526880.14187,3945.2598391,88
1657526880.14187,3945.2598447,76
1657526880.14187,3945.2598491,83
1657526880.14187,3945.2598524,86
1657526880.14187,3945.2598557,67
1657526880.14187,3945.2598589,64
1657526880.14187,3945.2598649,67
1657526880.14187,3945.2598701,47
1657526880.14187,3945.2598754,45
1657526880.14187,3945.2598807,64
1657526880.14187,3945.2598858,55
1657526880.14187,3945.2598934,35
1657526880.14187,3945.2598991,35
1657526880.14187,3945.259907,33
1657526880.14187,3945.2599136,26
1657526880.14187,3945.2599217,23
1657526880.14187,3945.2599285,31
1657526880.14187,3945.2599359,38
1657526880.14187,3945.2599442,38
1657526880.14187,3945.259951,40
1657526880.14187,3945.25996,43
1657526880.14187,3945.2599667,38
1657526880.14187,3945.2599759,33
1657526880.14187,3945.2599839,38
1657526880.14187,3945.2599898,28
1657526880.14187,3945.2599936,19
1657526880.14187,3945.2600012,33
1657526880.14187,3945.2600098,59
1657526880.14187,3945.2600158,79
1657526880.14187,3945.2600237,79
1657526880.14187,3945.2600301,69
1657526880.14187,3945.2600415,64
1657526880.14187,3945.2600564,62
1657526880.14187,3945.2600659,57
1657526880.14187,3945.2600759,50
1657526880.14187,3945.2600904,47
1657526880.14187,3945.2601036,50
1657526880.14187,3945.2601103,55
1657526880.14187,3945.2601167,52
1657526880.14187,3945.2601296,59
1657526880.14187,3945.2601436,62
1657526880.14187,3945.2601582,35
1657526880.14187,3945.2601712,23
1657526880.14187,3945.2601804,170
1657526880.14187,3945.2601872,498
1657526880.15484,3945.2601994,831
1657526880.15484,3945.2602084,944
1657526880.15484,3945.2602183,635
1657526880.15484,3945.2602233,115
1657526880.15484,3945.2602299,-79
1657526880.15484,3945.2602365,35
1657526880.15484,3945.260242,67
1657526880.15484,3945.2602471,14
1657526880.15484,3945.2602557,21
1657526880.15484,3945.2602604,43
1657526880.15484,3945.2602636,33
1657526880.15484,3945.2602668,23
1657526880.15484,3945.2602707,28
1657526880.15484,3945.2602753,38
1657526880.15484,3945.2602788,45
1657526880.15484,3945.2602915,47
1657526880.15484,3945.2603119,55
1657526880.15484,3945.2603204,71
1657526880.15484,3945.2603271,79
1657526880.15484,3945.2603354,76
1657526880.15484,3945.8441063,91
1657526880.15484,3945.8441253,110
1657526880.15484,3945.8441351,115
1657526880.15484,3945.8441415,124
1657526880.68761,3945.8441475,131
1657526880.68761,3945.8441537,124
1657526880.68761,3945.8441573,124
1657526880.68761,3945.8441612,141
1657526880.68761,3945.8441642,148
1657526880.68761,3945.8441673,139
1657526880.68761,3945.844173,141
1657526880.68761,3945.844178,129
1657526880.68761,3945.8441848,95
1657526880.68761,3945.8441893,93
1657526880.68761,3945.8441951,112
1657526880.68761,3945.8442005,110
1657526880.68761,3945.8442069,95
1657526880.68761,3945.8442133,76
1657526880.68761,3945.8442201,50
1657526880.68761,3945.8442268,33
1657526880.68761,3945.8442335,31
1657526880.68761,3945.8442416,28
1657526880.68761,3945.8442482,31
1657526880.68761,3945.8442606,23
1657526880.68761,3945.8442703,14
1657526880.68761,3945.8442782,21
1657526880.68761,3945.8442917,35
1657526880.68761,3945.8443028,40
1657526880.68761,3945.8443118,43
1657526880.68761,3945.8443198,52
1657526880.68761,3945.8443279,59
1657526880.68761,3945.8443363,57
1657526880.68761,3945.8443424,50
1657526880.68761,3945.8443471,47
1657526880.68761,3945.8443544,57
1657526880.68761,3945.8443582,64
1657526880.68761,3945.8443636,64
1657526880.68761,3945.844367,52
1657526880.68761,3945.844373,43
1657526880.68761,3945.8443776,35
1657526880.68761,3945.8443828,33
1657526880.68761,3945.8443872,38
1657526880.68761,3945.8443953,33
1657526880.68761,3945.8444018,26
1657526880.68761,3945.84441,28
1657526880.68761,3945.8444186,26
1657526880.68761,3945.8444264,26
1657526880.68761,3945.8444325,33
1657526880.68761,3945.8444403,33
1657526880.68761,3945.8444462,38
1657526880.68761,3945.8444543,38
1657526880.68761,3945.8444604,33
1657526880.68761,3945.8444682,40
1657526880.68761,3945.8444751,71
1657526880.70955,3945.8444808,100
1657526880.70955,3945.8444869,93
1657526880.70955,3945.8444947,69
1657526880.70955,3945.8445016,69
1657526880.70955,3945.8445149,71
1657526880.70955,3945.8445238,59
1657526880.70955,3945.8445315,57
1657526880.70955,3945.8445405,64
1657526880.70955,3945.8445497,59
1657526880.70955,3945.8445602,52
1657526880.70955,3945.8445693,55
1657526880.70955,3945.8445815,64
1657526880.70955,3945.8445952,67
1657526880.70955,3945.8446053,59
1657526880.70955,3945.8446145,50
1657526880.70955,3945.8446198,131
1657526880.70955,3945.8446254,376
1657526880.70955,3945.8446914,690
1657526880.70955,3945.8447004,867
1657526880.70955,3946.3808901,687
1657526880.70955,3946.380908,218
1657526880.70955,3946.3809164,-69
1657526880.70955,3946.3809223,-19
1657526880.70955,3946.3809279,45
1657526881.2789,3946.3809328,16
1657526881.2789,3946.3809369,14
1657526881.2789,3946.3809409,28
1657526881.2789,3946.3809446,14
1657526881.2789,3946.3809485,4
1657526881.2789,3946.3809525,21
1657526881.2789,3946.3809563,26
1657526881.2789,3946.38096,26
1657526881.2789,3946.3809637,45
1657526881.2789,3946.3809683,57
1657526881.2789,3946.3809733,47
1657526881.2789,3946.3809772,52
1657526881.2789,3946.3809826,71
1657526881.2789,3946.3809863,79
1657526881.2789,3946.381001,86
1657526881.2789,3946.381013,103
1657526881.2789,3946.3810255,100
1657526881.2789,3946.3810389,93
1657526881.2789,3946.381052,105
1657526881.2789,3946.3810653,127
1657526881.2789,3946.3810787,136
1657526881.2789,3946.3810919,139
1657526881.2789,3946.381105,141
1657526881.2789,3946.3811182,139
1657526881.2789,3946.3811313,131
1657526881.2789,3946.3811446,129
1657526881.2789,3946.3811577,129
1657526881.2789,3946.3811708,129
1657526881.2789,3946.3811839,127
1657526881.2789,3946.381197,112
1657526881.2789,3946.3812101,98
1657526881.2789,3946.3812232,98
1657526881.2789,3946.3812362,100
1657526881.2789,3946.3812493,88
1657526881.2789,3946.3812579,79
1657526881.2789,3946.3812605,71
1657526881.2789,3946.3812627,71
1657526881.2789,3946.3812648,76
1657526881.2789,3946.3812668,81
1657526881.2789,3946.3812689,91
1657526881.2789,3946.3812709,100
1657526881.2789,3946.381273,93
1657526881.2789,3946.3812751,83
1657526881.2789,3946.3812771,95
1657526881.2789,3946.3812792,107
1657526881.2789,3946.3812812,105
1657526881.2789,3946.3812834,107
1657526881.2789,3946.3812854,112
1657526881.2789,3946.3812875,103
1657526881.2789,3946.3812895,95
1657526881.29985,3946.3812916,95
1657526881.29985,3946.3812937,95
1657526881.29985,3946.3812983,86
1657526881.29985,3946.3813005,69
1657526881.29985,3946.3813025,67
1657526881.29985,3946.3813046,79
1657526881.29985,3946.3813066,71
1657526881.29985,3946.3813086,55
1657526881.29985,3946.3813107,47
1657526881.29985,3946.3813128,52
1657526881.29985,3946.3813155,52
1657526881.29985,3946.3813175,43
1657526881.29985,3946.3813201,52
1657526881.29985,3946.3813221,76
1657526881.29985,3946.3813242,91
1657526881.29985,3946.3813263,100
1657526881.29985,3946.3813283,100
1657526881.29985,3946.3813303,91
1657526881.29985,3946.9654674,83
1657526881.29985,3946.9654866,76
1657526881.29985,3946.9654978,62
1657526881.29985,3946.9655082,55
1657526881.29985,3946.9655166,59
1657526881.29985,3946.9655246,64
1657526881.80834,3946.9655342,64
1657526881.80834,3946.9655417,67
1657526881.80834,3946.9655491,74
1657526881.80834,3946.9655563,69
1657526881.80834,3946.9655635,47
1657526881.80834,3946.9655706,40
1657526881.80834,3946.9655796,148
1657526881.80834,3946.9655872,419
1657526881.80834,3946.9655955,733
1657526881.80834,3946.9656033,865
1657526881.80834,3946.9656091,606
1657526881.80834,3946.9656165,131
1657526881.80834,3946.9656228,-91
1657526881.80834,3946.9656296,-33
1657526881.80834,3946.9656345,7
1657526881.80834,3946.9656412,-16
1657526881.80834,3946.9656465,-16
1657526881.80834,3946.965654,0
1657526881.80834,3946.9656593,-7
1657526881.80834,3946.9656667,-2
1657526881.80834,3946.9656728,16
1657526881.80834,3946.9656783,23
1657526881.80834,3946.9656861,26
1657526881.80834,3946.9656916,38
1657526881.80834,3946.9656968,40
1657526881.80834,3946.9657027,35
1657526881.80834,3946.9657081,52
1657526881.80834,3946.9657143,74
1657526881.80834,3946.9657193,81
1657526881.80834,3946.9657247,91
1657526881.80834,3946.9657306,105
1657526881.80834,3946.9657372,110
1657526881.80834,3946.9657444,122
1657526881.80834,3946.9657512,134
1657526881.80834,3946.9657569,141
1657526881.80834,3946.9657624,146
1657526881.80834,3946.9657716,150
1657526881.80834,3946.9657785,141
1657526881.80834,3946.9657851,141
1657526881.80834,3946.9658755,150
1657526881.80834,3946.965892,146
1657526881.80834,3946.9659051,131
1657526881.80834,3946.9659138,131
1657526881.80834,3946.9659217,127
1657526881.80834,3946.9659296,110
1657526881.80834,3946.9659368,93
1657526881.80834,3946.9659428,86
1657526881.80834,3946.9659489,79
1657526881.80834,3946.9659591,67
1657526881.80834,3946.9659656,57
1657526881.83227,3946.965973,50
1657526881.83227,3946.965982,43
1657526881.83227,3946.9659918,43
1657526881.83227,3946.9659995,57
1657526881.83227,3946.9660068,62
1657526881.83227,3946.9660159,57
1657526881.83227,3946.9660234,62
1657526881.83227,3946.9660306,76
1657526881.83227,3946.9660394,79
1657526881.83227,3946.966046,71
1657526881.83227,3946.966053,76
1657526881.83227,3946.9660615,91
1657526881.83227,3946.9660673,95
1657526881.83227,3946.9660747,88
1657526881.83227,3946.9660838,79
1657526881.83227,3946.9660909,74
1657526881.83227,3946.9660978,67
1657526881.83227,3947.5018999,64
1657526881.83227,3947.5019201,59
1657526881.83227,3947.501935,47
1657526881.83227,3947.5019482,45
1657526881.83227,3947.5019614,50
1657526881.83227,3947.5019747,45
1657526881.83227,3947.5019882,40
1657526882.3428,3947.5020006,40
1657526882.3428,3947.5020089,28
1657526882.3428,3947.502016,14
1657526882.3428,3947.502023,26
1657526882.3428,3947.5020271,52
1657526882.3428,3947.5020379,69
1657526882.3428,3947.5020471,64
1657526882.3428,3947.5020542,40
1657526882.3428,3947.5020567,16
1657526882.3428,3947.5020589,14
1657526882.3428,3947.5020611,11
1657526882.3428,3947.5020633,2
1657526882.3428,3947.5020653,4
1657526882.3428,3947.5020674,14
1657526882.3428,3947.5020695,14
1657526882.3428,3947.5020715,9
1657526882.3428,3947.5020736,19
1657526882.3428,3947.5020757,23
1657526882.3428,3947.5020777,4
1657526882.3428,3947.5020798,-2
1657526882.3428,3947.5020819,115
1657526882.3428,3947.502084,388
1657526882.3428,3947.5020861,699
1657526882.3428,3947.5020881,860
1657526882.3428,3947.5021038,625
1657526882.3428,3947.5021174,129
1657526882.3428,3947.5021259,-115
1657526882.3428,3947.5021396,-40
1657526882.3428,3947.5021487,7
1657526882.3428,3947.5021546,-33
1657526882.3428,3947.5021582,-26
1657526882.3428,3947.5021615,-2
1657526882.3428,3947.5021656,-11
1657526882.3428,3947.5021714,-19
1657526882.3428,3947.5021749,-2
1657526882.3428,3947.5021787,9
1657526882.3428,3947.5021825,14
1657526882.3428,3947.5021891,23
1657526882.3428,3947.5021937,33
1657526882.3428,3947.5021993,35
1657526882.3428,3947.502203,31
1657526882.3428,3947.5022075,35
1657526882.3428,3947.5022141,55
1657526882.3428,3947.5022206,69
1657526882.3428,3947.5022239,74
1657526882.3428,3947.5022362,81
1657526882.3428,3947.5022444,95
1657526882.3428,3947.502253,119
1657526882.3428,3947.5022613,136
1657526882.3428,3947.5022747,136
1657526882.35379,3947.5022871,136
1657526882.35379,3947.502298,139
1657526882.35379,3947.5023105,141
1657526882.35379,3947.5023191,136
1657526882.35379,3947.5023255,127
1657526882.35379,3947.5023288,117
1657526882.35379,3947.5023342,112
1657526882.35379,3947.5023374,100
1657526882.35379,3947.5023429,83
1657526882.35379,3947.5023461,67
1657526882.35379,3947.5023514,62
1657526882.35379,3947.5023545,59
1657526882.35379,3947.5023574,47
1657526882.35379,3947.5023604,40
1657526882.35379,3947.5023635,43
1657526882.35379,3947.5023666,45
1657526882.35379,3948.039664,50
1657526882.35379,3948.0396843,47
1657526882.35379,3948.0396986,40
1657526882.35379,3948.0397127,45
1657526882.35379,3948.0397268,59
1657526882.35379,3948.039741,59
1657526882.35379,3948.039755,59
1657526882.35379,3948.0397699,71
1657526883.01943,3948.0397831,69
1657526883.01943,3948.0397917,64
1657526883.01943,3948.0397993,69
1657526883.01943,3948.0398054,64
1657526883.01943,3948.0398155,47
1657526883.01943,3948.039824,43
1657526883.01943,3948.0398322,52
1657526883.01943,3948.0398347,55
1657526883.01943,3948.0398369,52
1657526883.01943,3948.039839,40
1657526883.01943,3948.0398411,19
1657526883.01943,3948.0398432,4
1657526883.01943,3948.0398452,4
1657526883.01943,3948.0398473,2
1657526883.01943,3948.0398495,-4
1657526883.01943,3948.0398517,0
1657526883.01943,3948.0398539,16
1657526883.01943,3948.039856,35
1657526883.01943,3948.039858,55
1657526883.01943,3948.0398601,50
1657526883.01943,3948.0398622,28
1657526883.01943,3948.0398644,19
1657526883.01943,3948.0398665,16
1657526883.01943,3948.0398686,11
1657526883.01943,3948.0398707,16
1657526883.01943,3948.0398727,16
1657526883.01943,3948.0398749,16
1657526883.01943,3948.0398769,28
1657526883.01943,3948.039879,35
1657526883.01943,3948.0398812,31
1657526883.01943,3948.0398834,19
1657526883.01943,3948.0398855,-14
1657526883.01943,3948.0398876,-2
1657526883.01943,3948.0398896,189
1657526883.01943,3948.0398917,539
1657526883.01943,3948.0398937,867
1657526883.01943,3948.0398958,939
1657526883.01943,3948.0398978,541
1657526883.01943,3948.0399,-4
1657526883.01943,3948.039902,-139
1657526883.01943,3948.0399041,-2
1657526883.01943,3948.0399063,9
1657526883.01943,3948.0399083,-38
1657526883.01943,3948.0399131,-9
1657526883.01943,3948.0399152,7
1657526883.01943,3948.0399173,-9
1657526883.01943,3948.0399194,-4
1657526883.01943,3948.0399215,9
1657526883.01943,3948.0399236,11
1657526883.01943,3948.0399256,19
1657526883.02941,3948.0399277,28
1657526883.02941,3948.0399297,35
1657526883.02941,3948.0399317,47
1657526883.02941,3948.0399338,62
1657526883.02941,3948.0399358,67
1657526883.02941,3948.0399379,71
1657526883.02941,3948.03994,83
1657526883.02941,3948.039942,103
1657526883.02941,3948.039944,119
1657526883.02941,3948.0399461,131
1657526883.02941,3948.0399481,141
1657526883.02941,3948.0399502,155
1657526883.02941,3948.0399522,172
1657526883.02941,3948.0399542,179
1657526883.02941,3948.0399562,179
1657526883.02941,3948.7214651,174
1657526883.02941,3948.7214838,170
1657526883.02941,3948.7214931,165
1657526883.02941,3948.7214983,160
1657526883.02941,3948.7215043,146
1657526883.02941,3948.7215088,127
1657526883.02941,3948.7215149,117
1657526883.02941,3948.7215191,95
1657526883.02941,3948.7215234,59
1657526883.46618,3948.721528,38
1657526883.46618,3948.7215319,33
1657526883.46618,3948.7215362,23
1657526883.46618,3948.72154,16
1657526883.46618,3948.7215445,19
1657526883.46618,3948.7215511,19
1657526883.46618,3948.7215557,21
1657526883.46618,3948.7215595,31
1657526883.46618,3948.721564,38
1657526883.46618,3948.7215685,40
1657526883.46618,3948.7215719,45
1657526883.46618,3948.7215753,45
1657526883.46618,3948.7215787,33
1657526883.46618,3948.7215822,31
1657526883.46618,3948.7215859,43
1657526883.46618,3948.72159,47
1657526883.46618,3948.7215936,47
1657526883.46618,3948.7215972,55
1657526883.46618,3948.7216008,57
1657526883.46618,3948.7216069,47
1657526883.46618,3948.7216135,45
1657526883.46618,3948.7216186,57
1657526883.46618,3948.7216216,59
1657526883.46618,3948.7216339,47
1657526883.46618,3948.7216389,33
1657526883.46618,3948.7216465,26
1657526883.46618,3948.7216537,38
1657526883.46618,3948.7216601,62
1657526883.46618,3948.7216649,79
1657526883.46618,3948.7216715,71
1657526883.46618,3948.7216782,52
1657526883.46618,3948.7216848,38
1657526883.46618,3948.721691,38
1657526883.46618,3948.7216976,31
1657526883.46618,3948.721703,11
1657526883.46618,3948.7217074,9
1657526883.46618,3948.7217107,11
1657526883.46618,3948.7217137,7
1657526883.46618,3948.7217166,14
1657526883.46618,3948.7217194,21
1657526883.46618,3948.7217223,14
1657526883.46618,3948.7217262,-14
1657526883.46618,3948.7217415,-23
1657526883.46618,3948.7217541,136
1657526883.46618,3948.7217636,484
1657526883.46618,3948.7217723,846
1657526883.46618,3948.721777,999
1657526883.46618,3948.7217827,687
1657526883.46618,3948.721795,95
1657526883.46618,3948.7218055,-158
1657526883.47674,3948.7218117,-33
1657526883.47674,3948.7218197,21
1657526883.47674,3948.7218273,-38
1657526883.47674,3948.7218337,-23
1657526883.47674,3948.7218372,9
1657526883.47674,3948.7218505,-2
1657526883.47674,3948.7218623,-2
1657526883.47674,3948.7218706,21
1657526883.47674,3948.7218829,26
1657526883.47674,3948.7218869,31
1657526883.47674,3948.72189,43
1657526883.47674,3948.721893,52
1657526883.47674,3948.7218958,59
1657526883.47674,3948.7218988,69
1657526883.47674,3949.1595143,74
1657526883.47674,3949.159527,86
1657526883.47674,3949.1595319,95
1657526883.47674,3949.1595342,105
1657526883.47674,3949.1595364,119
1657526883.47674,3949.1595386,122
1657526883.47674,3949.1595407,127
1657526883.47674,3949.1595428,148
