Time,TimeLsl,Value
1657724553.89966,201620.410009,112
1657724553.89966,201620.4100286,110
1657724553.89966,201620.4100346,105
1657724553.89966,201620.410041,93
1657724553.89966,201620.4100446,81
1657724553.89966,201620.4100491,81
1657724553.89966,201620.4100529,78
1657724553.89966,201620.4100593,76
1657724553.89966,201620.4100656,78
1657724553.89966,201620.4100721,74
1657724553.89966,201620.410081,59
1657724553.89966,201620.4100873,64
1657724553.89966,201620.4100936,78
1657724553.89966,201620.4101021,83
1657724553.89966,201620.41011,86
1657724553.89966,201620.4101189,90
1657724553.89966,201620.4101252,88
1657724553.89966,201620.4101285,83
1657724553.89966,201620.4101349,86
1657724553.89966,201620.4101391,90
1657724553.89966,201620.4101456,93
1657724553.89966,201620.4101501,98
1657724553.89966,201620.4101588,95
1657724553.89966,201620.4101677,88
1657724553.89966,201620.4101743,88
1657724553.89966,201620.4101799,98
1657724553.89966,201620.4101854,98
1657724553.89966,201620.4101924,95
1657724553.89966,201620.4102,83
1657724553.89966,201620.4102042,71
1657724553.89966,201620.4102107,71
1657724553.89966,201620.4102174,78
1657724553.89966,201620.4102245,81
1657724553.89966,201620.4102333,86
1657724553.89966,201620.4102377,83
1657724553.89966,201620.4102442,76
1657724553.89966,201620.4102473,83
1657724553.89966,201620.4102502,93
1657724553.89966,201620.4102551,93
1657724553.89966,201620.4102608,88
1657724553.89966,201620.4102641,88
1657724553.89966,201620.4102671,90
1657724553.89966,201620.41027,86
1657724553.89966,201620.4102729,90
1657724553.89966,201620.4102759,95
1657724553.89966,201620.4102788,81
1657724553.89966,201620.4102816,59
1657724553.89966,201620.4102845,59
1657724553.89966,201620.4102874,71
1657724553.89966,201620.4102903,86
1657724554.01497,201620.4102933,105
1657724554.01497,201620.4102962,131
1657724554.01497,201620.4102991,138
1657724554.01497,201620.4103019,110
1657724554.01497,201620.4103047,83
1657724554.01497,201620.4103076,86
1657724554.01497,201620.4103105,98
1657724554.01497,201620.4103133,100
1657724554.01497,201620.4103162,102
1657724554.01497,201620.410319,105
1657724554.01497,201620.4103266,100
1657724554.01497,201620.4103295,150
1657724554.01497,201620.4103324,358
1657724554.01497,201620.4103353,677
1657724554.01497,201620.4103382,724
1657724554.01497,201620.4103411,114
1657724554.01497,201620.4103441,-528
