Time,State
8779.517202,start
9342.5956549,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
Time,State
0,end
