SpaceVideFront ;5; seconds
Chair ;1; seconds
TVCenter ;1; seconds
TVRight ;0; seconds
Floorready ;1; seconds
safe ;0; seconds
Walls ;1; seconds
SF_Door ;3; seconds
door ;1; seconds
frame ;0; seconds
EndLevelZone ;0; seconds
Computer ;0; seconds
TVLeft ;0; seconds
OldExtinguisher ;0; seconds
PizzaSliceprefab ;0; seconds
WallTVs ;1; seconds
Metal_box ;0; seconds
SwitchBoxDoorStatic ;3; seconds
Poster ;0; seconds
HandColliderRight(Clone) ;0; seconds
Fridge ;0; seconds
Fridge_door ;0; seconds
13917_Pepperoni_v2 ;0; seconds
Cables ;0; seconds
