SpaceVideFront ;18; seconds
TVCenter ;2; seconds
Chair ;5; seconds
Floorready ;15; seconds
ApplePrefab ;0; seconds
card ;0; seconds
TVLeft ;2; seconds
TVRight ;3; seconds
OldExtinguisher ;0; seconds
safe ;1; seconds
HandColliderRight(Clone) ;1; seconds
PizzaSliceprefab ;1; seconds
13917_Pepperoni_v2 ;0; seconds
plate ;0; seconds
Walls ;2; seconds
door ;0; seconds
pokretlo ;0; seconds
Metal_box ;4; seconds
WallTVs ;1; seconds
Computer ;62; seconds
PineapllePrefab (4) ;0; seconds
card (1) ;0; seconds
SF_Door ;3; seconds
metalBoxKey ;0; seconds
Fridge_door ;0; seconds
Lock ;0; seconds
TVMessage ;5; seconds
Collider ;0; seconds
Collider ;0; seconds
Collider ;0; seconds
door ;1; seconds
frame ;0; seconds
Collider ;0; seconds
EndLevelZone ;1; seconds
Poster ;0; seconds
Fridge ;0; seconds
Cables ;0; seconds
PineapllePrefab (5) ;0; seconds
SpaceVideUp ;0; seconds
