0,0000;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0200;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0400;(0.42, 1.88, 16.95);(29.90, 162.26, 352.61)
0,3733;(0.41, 1.90, 16.96);(27.68, 164.69, 355.99)
0,5147;(0.42, 1.90, 16.96);(26.89, 163.68, 356.14)
0,5734;(0.42, 1.90, 16.96);(26.66, 163.25, 356.20)
0,6029;(0.42, 1.90, 16.95);(26.49, 162.72, 356.24)
0,6184;(0.42, 1.90, 16.95);(26.44, 162.44, 356.26)
0,6299;(0.42, 1.90, 16.95);(26.35, 162.15, 356.28)
0,6432;(0.42, 1.90, 16.95);(26.25, 161.90, 356.31)
0,6576;(0.42, 1.90, 16.95);(26.14, 161.65, 356.35)
0,6690;(0.42, 1.90, 16.95);(26.05, 161.42, 356.39)
0,6801;(0.42, 1.90, 16.95);(25.96, 161.20, 356.45)
0,6913;(0.44, 1.91, 16.93);(24.68, 160.14, 357.90)
0,8945;(0.44, 1.91, 16.92);(24.34, 160.36, 358.47)
0,9700;(0.44, 1.91, 16.92);(24.30, 160.40, 358.65)
0,9977;(0.44, 1.91, 16.92);(24.29, 160.39, 358.73)
1,0122;(0.44, 1.91, 16.92);(24.28, 160.37, 358.80)
1,0245;(0.44, 1.91, 16.92);(24.28, 160.34, 358.85)
1,0364;(0.44, 1.91, 16.92);(24.30, 160.29, 358.89)
1,0483;(0.44, 1.91, 16.91);(24.32, 160.19, 359.00)
1,0663;(0.45, 1.91, 16.91);(24.34, 160.10, 359.08)
1,0871;(0.45, 1.91, 16.91);(24.33, 160.06, 359.10)
1,1015;(0.45, 1.91, 16.91);(24.33, 160.05, 359.11)
1,1126;(0.45, 1.91, 16.91);(24.34, 160.04, 359.12)
1,1235;(0.45, 1.91, 16.91);(24.32, 160.02, 359.14)
1,1361;(0.45, 1.91, 16.91);(24.34, 160.02, 359.17)
1,1484;(0.45, 1.91, 16.91);(24.36, 159.96, 359.20)
1,1607;(0.45, 1.91, 16.91);(24.36, 159.96, 359.23)
1,1717;(0.45, 1.91, 16.91);(24.34, 159.96, 359.24)
1,1828;(0.45, 1.91, 16.91);(24.32, 159.99, 359.26)
1,1934;(0.45, 1.91, 16.90);(24.29, 160.02, 359.26)
1,2060;(0.45, 1.91, 16.90);(24.25, 160.07, 359.27)
1,2269;(0.45, 1.91, 16.90);(24.23, 160.17, 359.27)
1,2469;(0.45, 1.91, 16.90);(24.26, 160.23, 359.25)
1,2599;(0.45, 1.91, 16.90);(24.28, 160.28, 359.26)
1,2714;(0.45, 1.91, 16.90);(24.27, 160.28, 359.27)
1,2832;(0.45, 1.91, 16.90);(24.26, 160.30, 359.26)
1,2959;(0.45, 1.91, 16.90);(24.25, 160.34, 359.26)
1,3083;(0.45, 1.91, 16.90);(24.25, 160.36, 359.23)
1,3212;(0.45, 1.91, 16.90);(24.24, 160.40, 359.18)
1,3362;(0.45, 1.91, 16.90);(24.27, 160.44, 359.18)
1,3485;(0.45, 1.91, 16.90);(24.35, 160.53, 359.15)
1,3630;(0.45, 1.91, 16.90);(24.43, 160.63, 359.12)
1,3859;(0.45, 1.91, 16.90);(24.51, 160.73, 359.10)
1,4083;(0.45, 1.91, 16.90);(24.54, 160.77, 359.10)
1,4224;(0.45, 1.91, 16.90);(24.57, 160.80, 359.09)
1,4370;(0.45, 1.91, 16.90);(24.60, 160.84, 359.06)
1,4489;(0.45, 1.91, 16.90);(24.59, 160.84, 359.06)
1,4600;(0.45, 1.91, 16.90);(24.58, 160.83, 359.04)
1,4723;(0.44, 1.91, 16.90);(24.57, 160.82, 359.01)
1,4840;(0.44, 1.91, 16.90);(24.56, 160.83, 359.00)
1,4959;(0.44, 1.91, 16.90);(24.53, 160.82, 358.95)
1,5074;(0.44, 1.91, 16.90);(24.54, 160.83, 358.90)
1,5199;(0.44, 1.91, 16.90);(24.55, 160.84, 358.84)
1,5389;(0.44, 1.91, 16.90);(24.56, 160.87, 358.80)
1,5589;(0.44, 1.91, 16.90);(24.60, 160.94, 358.78)
1,5733;(0.44, 1.91, 16.90);(24.60, 160.97, 358.77)
