0,0000;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0200;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0400;(0.36, 1.80, 16.46);(8.48, 188.19, 359.59)
0,3733;(0.38, 1.85, 16.52);(343.11, 184.06, 359.53)
0,5223;(0.38, 1.85, 16.53);(342.19, 182.73, 359.90)
0,5886;(0.38, 1.85, 16.53);(341.94, 182.31, 0.03)
0,6141;(0.39, 1.85, 16.53);(341.80, 182.08, 0.12)
0,6267;(0.39, 1.86, 16.53);(341.68, 181.87, 0.20)
0,6395;(0.39, 1.86, 16.53);(341.48, 181.41, 0.37)
0,6510;(0.39, 1.86, 16.53);(341.39, 181.16, 0.45)
0,6677;(0.39, 1.85, 16.52);(343.74, 178.62, 0.84)
0,8585;(0.39, 1.85, 16.51);(347.57, 178.78, 0.91)
0,9286;(0.39, 1.84, 16.51);(348.78, 178.87, 0.86)
0,9549;(0.39, 1.84, 16.51);(349.44, 178.89, 0.86)
0,9674;(0.39, 1.84, 16.51);(350.09, 178.90, 0.86)
0,9780;(0.39, 1.84, 16.51);(350.76, 178.91, 0.86)
0,9882;(0.39, 1.84, 16.51);(351.41, 178.93, 0.86)
1,0001;(0.39, 1.84, 16.50);(352.11, 178.94, 0.86)
1,0118;(0.39, 1.83, 16.50);(353.44, 178.94, 0.84)
1,0293;(0.39, 1.83, 16.50);(354.04, 178.94, 0.81)
1,0468;(0.40, 1.83, 16.50);(354.63, 178.93, 0.80)
1,0581;(0.40, 1.83, 16.50);(355.21, 178.92, 0.79)
1,0705;(0.40, 1.83, 16.50);(355.76, 178.90, 0.77)
1,0811;(0.40, 1.83, 16.49);(356.29, 178.90, 0.74)
1,0914;(0.40, 1.83, 16.49);(356.81, 178.91, 0.69)
1,1025;(0.40, 1.83, 16.49);(357.33, 178.92, 0.64)
1,1139;(0.40, 1.83, 16.49);(357.84, 178.94, 0.58)
1,1249;(0.40, 1.83, 16.49);(358.34, 178.97, 0.52)
1,1358;(0.40, 1.82, 16.49);(358.82, 179.00, 0.45)
1,1466;(0.40, 1.82, 16.49);(359.27, 179.05, 0.36)
1,1564;(0.40, 1.82, 16.48);(359.70, 179.11, 0.28)
1,1679;(0.40, 1.82, 16.48);(0.12, 179.18, 0.22)
1,1793;(0.39, 1.82, 16.48);(0.52, 179.25, 0.15)
1,1885;(0.39, 1.82, 16.48);(0.95, 179.33, 0.08)
1,1995;(0.39, 1.82, 16.48);(1.36, 179.42, 0.04)
1,2100;(0.39, 1.82, 16.48);(1.79, 179.50, 0.00)
1,2197;(0.39, 1.82, 16.48);(2.24, 179.59, 359.96)
1,2296;(0.39, 1.82, 16.47);(2.71, 179.67, 359.92)
1,2401;(0.39, 1.82, 16.47);(3.20, 179.77, 359.90)
1,2510;(0.39, 1.82, 16.47);(3.71, 179.84, 359.88)
1,2613;(0.39, 1.81, 16.47);(4.25, 179.91, 359.85)
1,2714;(0.39, 1.81, 16.47);(4.83, 180.00, 359.86)
1,2828;(0.39, 1.81, 16.47);(5.44, 180.08, 359.88)
1,2943;(0.39, 1.81, 16.47);(6.06, 180.15, 359.89)
1,3056;(0.39, 1.81, 16.46);(6.74, 180.23, 359.92)
1,3169;(0.39, 1.81, 16.46);(7.47, 180.32, 359.96)
1,3283;(0.39, 1.81, 16.46);(8.22, 180.40, 0.00)
1,3388;(0.39, 1.80, 16.46);(8.98, 180.49, 0.00)
1,3508;(0.39, 1.80, 16.46);(9.82, 180.59, 359.98)
1,3609;(0.39, 1.80, 16.46);(10.61, 180.68, 359.93)
1,3707;(0.39, 1.80, 16.46);(11.34, 180.74, 359.86)
1,3824;(0.39, 1.80, 16.46);(11.98, 180.82, 359.79)
1,3938;(0.39, 1.79, 16.45);(12.52, 180.90, 359.74)
1,4040;(0.39, 1.79, 16.45);(12.96, 180.95, 359.66)
1,4164;(0.39, 1.79, 16.45);(13.37, 181.02, 359.58)
1,4278;(0.39, 1.79, 16.45);(13.74, 181.09, 359.48)
1,4391;(0.39, 1.79, 16.45);(14.16, 181.18, 359.37)
1,4518;(0.39, 1.79, 16.45);(14.60, 181.28, 359.26)
