SpaceVideFront;25; seconds
TVLeft;3; seconds
Floorready;4; seconds
Chair;0; seconds
TVCenter;7; seconds
WallTVs;1; seconds
Walls;7; seconds
TVset4;0; seconds
SF_Door;4; seconds
Fridge_door;0; seconds
Fridge;3; seconds
Poster;1; seconds
Cables;0; seconds
ShinRamen;0; seconds
PineapllePrefab (3);0; seconds
SpaceVideUp;0; seconds
SwitchBoxDoorStatic;0; seconds
door;5; seconds
frame;2; seconds
Computer;57; seconds
safe;0; seconds
pokretlo;0; seconds
PizzaSliceprefab;0; seconds
Metal_box;0; seconds
TVRight;5; seconds
PineapllePrefab (5);0; seconds
OldExtinguisher;0; seconds
PineapllePrefab (4);0; seconds
TVMessage;0; seconds
EndLevelZone;6; seconds
