0,0000;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0200;(0.25, -0.56, 15.72);(0.00, 180.00, 0.00)
0,0400;(0.24, 1.78, 17.03);(12.65, 177.15, 0.43)
0,3733;(0.25, 1.84, 17.04);(349.00, 173.50, 359.56)
0,5242;(0.24, 1.84, 17.05);(347.77, 174.63, 358.87)
0,5944;(0.24, 1.84, 17.05);(347.28, 175.12, 358.73)
0,6267;(0.24, 1.84, 17.05);(347.06, 175.33, 358.70)
0,6427;(0.24, 1.84, 17.05);(346.87, 175.52, 358.70)
0,6568;(0.24, 1.84, 17.05);(348.30, 175.02, 359.77)
0,8412;(0.24, 1.83, 17.05);(350.54, 174.27, 0.10)
0,9114;(0.24, 1.83, 17.05);(351.44, 174.03, 0.16)
0,9381;(0.24, 1.83, 17.04);(352.40, 173.78, 0.22)
0,9539;(0.25, 1.83, 17.04);(353.42, 173.53, 0.29)
0,9682;(0.25, 1.83, 17.04);(353.96, 173.41, 0.31)
0,9832;(0.25, 1.83, 17.04);(354.52, 173.30, 0.32)
0,9974;(0.25, 1.82, 17.04);(355.14, 173.18, 0.33)
1,0164;(0.25, 1.82, 17.04);(356.50, 172.93, 0.32)
1,0369;(0.25, 1.82, 17.04);(358.05, 172.71, 0.22)
1,0505;(0.25, 1.82, 17.04);(358.90, 172.60, 0.16)
1,0634;(0.25, 1.81, 17.04);(359.72, 172.49, 0.10)
1,0751;(0.25, 1.81, 17.03);(0.60, 172.39, 0.04)
1,0880;(0.25, 1.81, 17.03);(2.45, 172.19, 359.93)
1,1021;(0.25, 1.81, 17.03);(3.46, 172.12, 359.87)
1,1151;(0.25, 1.80, 17.03);(4.50, 172.05, 359.81)
1,1285;(0.25, 1.80, 17.03);(5.62, 171.99, 359.74)
1,1409;(0.25, 1.80, 17.03);(6.76, 171.95, 359.67)
1,1539;(0.25, 1.79, 17.03);(7.96, 171.92, 359.58)
1,1757;(0.25, 1.79, 17.02);(10.45, 171.91, 359.39)
1,1968;(0.25, 1.78, 17.02);(13.16, 171.99, 359.18)
1,2093;(0.25, 1.77, 17.02);(16.01, 172.08, 359.02)
1,2231;(0.25, 1.77, 17.02);(17.37, 172.18, 358.97)
1,2378;(0.25, 1.77, 17.02);(18.54, 172.28, 358.91)
1,2523;(0.25, 1.76, 17.02);(19.64, 172.35, 358.85)
1,2655;(0.25, 1.76, 17.02);(21.53, 172.53, 358.72)
1,2806;(0.25, 1.76, 17.01);(22.42, 172.67, 358.67)
1,2943;(0.25, 1.75, 17.01);(23.34, 172.79, 358.59)
1,3075;(0.25, 1.75, 17.01);(24.06, 172.97, 358.54)
1,3298;(0.25, 1.75, 17.01);(25.25, 173.29, 358.41)
1,3515;(0.25, 1.74, 17.01);(26.05, 173.58, 358.32)
1,3653;(0.25, 1.74, 17.01);(26.92, 173.88, 358.28)
1,3788;(0.24, 1.74, 17.00);(27.60, 174.21, 358.31)
1,3919;(0.24, 1.74, 17.00);(27.98, 174.38, 358.35)
1,4043;(0.24, 1.74, 17.00);(28.33, 174.55, 358.37)
1,4163;(0.24, 1.74, 17.00);(28.64, 174.70, 358.38)
1,4295;(0.24, 1.74, 17.00);(28.86, 174.84, 358.40)
1,4420;(0.24, 1.74, 17.00);(29.00, 174.99, 358.43)
1,4548;(0.24, 1.74, 17.00);(29.21, 175.24, 358.51)
1,4685;(0.24, 1.74, 17.00);(29.34, 175.37, 358.55)
1,4812;(0.24, 1.74, 16.99);(29.49, 175.48, 358.61)
1,4932;(0.24, 1.74, 16.99);(29.60, 175.55, 358.66)
1,5055;(0.24, 1.74, 16.99);(29.70, 175.62, 358.70)
1,5181;(0.24, 1.73, 16.99);(29.77, 175.65, 358.74)
1,5307;(0.24, 1.73, 16.99);(29.86, 175.67, 358.81)
1,5441;(0.24, 1.73, 16.99);(30.07, 175.67, 358.88)
1,5589;(0.24, 1.73, 16.99);(30.24, 175.65, 358.90)
1,5706;(0.24, 1.73, 16.99);(30.44, 175.59, 358.91)
1,5836;(0.24, 1.73, 16.99);(30.63, 175.52, 358.93)
1,5970;(0.24, 1.73, 16.99);(30.85, 175.46, 358.94)
